hmin2, hmax2, hmed2, mmin2, mmax2, mmed2
93, 101, 95, 89, 95, 92
89, 101, 95, 89, 97, 93
98, 107, 101, 89, 99, 93
102, 111, 106, 92, 99, 95
99, 107, 103, 96, 103, 99
94, 105, 99, 89, 97, 92
98, 107, 101, 89, 97, 93
101, 108, 104, 89, 97, 91
95, 103, 98, 92, 107, 95
92, 105, 96, 89, 97, 93
97, 105, 101, 89, 99, 91
99, 109, 103, 89, 97, 93
96, 105, 99, 93, 99, 95
93, 101, 97, 89, 99, 92
97, 105, 101, 90, 97, 93
101, 148, 104, 89, 95, 91
93, 102, 97, 89, 97, 93
94, 103, 98, 91, 103, 95
100, 109, 103, 89, 95, 92
96, 120, 101, 89, 95, 93
93, 101, 97, 89, 97, 92
96, 103, 99, 92, 101, 96
100, 109, 104, 89, 97, 93
96, 107, 101, 89, 97, 93
92, 101, 97, 89, 97, 93
94, 103, 98, 91, 99, 95
99, 106, 103, 89, 97, 93
96, 106, 101, 89, 97, 93
93, 103, 97, 89, 97, 93
95, 105, 99, 92, 108, 96
100, 109, 104, 90, 95, 93
96, 109, 101, 92, 109, 96
100, 116, 104, 92, 99, 95
102, 112, 105, 92, 99, 95
98, 107, 101, 95, 101, 97
93, 105, 99, 89, 95, 91
97, 107, 101, 89, 97, 93
103, 111, 107, 91, 99, 95
99, 107, 102, 96, 103, 99
95, 103, 99, 92, 99, 95
100, 111, 104, 92, 99, 95
102, 111, 105, 91, 99, 95
98, 105, 101, 91, 100, 95
92, 101, 97, 89, 105, 93
97, 105, 101, 90, 97, 93
101, 111, 105, 92, 99, 95
99, 105, 101, 96, 103, 99
96, 106, 100, 92, 99, 95
102, 111, 105, 92, 99, 95
100, 109, 104, 90, 99, 95
95, 105, 98, 92, 99, 95
97, 106, 101, 94, 101, 97
103, 112, 107, 92, 99, 95
99, 109, 104, 92, 100, 96
96, 103, 99, 92, 99, 95
99, 107, 102, 95, 110, 99
102, 111, 105, 93, 99, 95
101, 109, 104, 90, 99, 95
95, 102, 98, 91, 99, 95
97, 105, 101, 94, 102, 97
104, 113, 107, 92, 99, 95
100, 110, 105, 92, 99, 95
96, 105, 99, 92, 109, 95
99, 107, 102, 95, 103, 99
96, 107, 101, 92, 99, 95
99, 107, 102, 95, 102, 99
104, 110, 107, 92, 99, 95
100, 111, 104, 92, 99, 95
95, 103, 98, 92, 99, 95
97, 106, 101, 94, 101, 97
102, 111, 106, 92, 99, 95
100, 109, 104, 91, 99, 95
96, 105, 99, 93, 99, 95
99, 109, 102, 97, 103, 99
103, 113, 107, 92, 99, 95
100, 109, 104, 92, 100, 95
95, 103, 98, 92, 99, 95
97, 107, 101, 94, 101, 97
102, 123, 106, 92, 99, 95
100, 109, 104, 90, 99, 95
99, 108, 102, 95, 103, 99
95, 106, 100, 92, 108, 95
100, 109, 103, 92, 99, 95
103, 111, 107, 92, 99, 95
98, 107, 101, 95, 101, 97
95, 103, 99, 92, 99, 95
100, 109, 103, 92, 99, 95
102, 109, 105, 92, 99, 95
99, 107, 102, 96, 103, 99
96, 105, 99, 92, 99, 95
100, 110, 103, 92, 99, 95
104, 111, 107, 92, 100, 95
97, 105, 101, 95, 101, 97
94, 105, 99, 92, 99, 95
100, 109, 104, 91, 99, 95
103, 112, 107, 91, 99, 95
104, 113, 107, 92, 99, 95
99, 109, 103, 92, 99, 95
96, 105, 99, 92, 99, 95
99, 107, 103, 95, 103, 99
102, 111, 105, 92, 99, 95
99, 107, 103, 90, 101, 95
95, 286, 99, 92, 99, 95
97, 107, 101, 94, 101, 97
103, 111, 107, 92, 99, 95
99, 109, 103, 92, 99, 95
96, 105, 99, 92, 99, 95
99, 107, 102, 95, 102, 99
102, 112, 105, 92, 99, 95
100, 109, 105, 90, 99, 95
95, 105, 99, 92, 99, 95
97, 106, 101, 95, 101, 97
100, 111, 103, 92, 99, 95
104, 113, 108, 92, 99, 95
99, 108, 103, 96, 103, 99
95, 103, 99, 92, 99, 95
100, 110, 104, 92, 97, 95
103, 112, 107, 92, 99, 95
98, 106, 101, 95, 101, 97
95, 103, 99, 92, 99, 95
100, 111, 103, 92, 99, 95
103, 113, 107, 92, 99, 95
99, 107, 102, 96, 103, 99
96, 106, 100, 92, 99, 95
100, 109, 103, 92, 105, 95
102, 111, 105, 92, 112, 95
98, 118, 101, 95, 101, 97
95, 103, 98, 92, 99, 95
97, 107, 101, 89, 97, 93
101, 113, 105, 91, 99, 95
99, 109, 103, 96, 103, 99
95, 105, 99, 92, 99, 95
98, 109, 102, 89, 95, 91
99, 109, 103, 89, 99, 93
98, 107, 101, 95, 101, 97
92, 103, 95, 89, 97, 93
97, 109, 101, 93, 100, 95
103, 111, 107, 92, 99, 95
99, 109, 103, 96, 102, 99
96, 105, 99, 92, 99, 95
100, 110, 103, 92, 99, 95
102, 111, 105, 92, 101, 95
98, 105, 101, 95, 102, 97
95, 102, 98, 92, 99, 95
104, 113, 107, 92, 99, 95
99, 107, 103, 92, 99, 95
93, 105, 97, 89, 97, 93
96, 104, 99, 92, 102, 97
102, 111, 105, 92, 109, 95
98, 109, 102, 88, 95, 92
93, 104, 97, 92, 99, 95
97, 109, 101, 95, 101, 98
104, 113, 107, 92, 99, 95
96, 109, 102, 89, 97, 93
93, 103, 97, 90, 99, 95
99, 111, 101, 95, 103, 98
99, 110, 103, 89, 97, 93
97, 109, 101, 91, 99, 95
95, 107, 98, 92, 99, 95
99, 107, 102, 94, 124, 98
99, 108, 102, 96, 102, 99
95, 103, 99, 92, 99, 95
100, 109, 104, 92, 99, 95
103, 111, 107, 92, 99, 95
98, 106, 101, 95, 101, 97
95, 105, 99, 92, 99, 95
100, 110, 104, 92, 99, 95
102, 111, 105, 92, 99, 95
99, 106, 101, 96, 102, 99
96, 105, 99, 92, 100, 95
100, 111, 105, 92, 99, 95
103, 112, 107, 92, 99, 95
98, 107, 101, 95, 134, 97
94, 105, 99, 92, 99, 95
98, 108, 101, 89, 95, 91
99, 109, 103, 90, 99, 95
97, 103, 99, 92, 99, 95
97, 106, 100, 91, 101, 96
101, 112, 105, 92, 99, 95
99, 108, 103, 92, 99, 95
95, 105, 99, 92, 109, 95
94, 106, 99, 91, 99, 95
100, 109, 103, 90, 99, 95
100, 109, 103, 90, 99, 95
96, 103, 99, 92, 99, 95
99, 107, 102, 95, 103, 99
103, 113, 107, 92, 99, 95
99, 109, 103, 92, 99, 95
95, 104, 98, 92, 99, 95
97, 106, 101, 94, 101, 97
102, 111, 106, 92, 99, 95
99, 107, 104, 90, 99, 95
102, 109, 105, 92, 99, 95
100, 108, 103, 91, 99, 95
95, 101, 97, 92, 99, 95
97, 119, 101, 94, 101, 97
103, 113, 107, 92, 99, 95
99, 109, 103, 93, 99, 96
93, 103, 97, 89, 95, 92
95, 107, 100, 95, 102, 98
102, 113, 106, 89, 99, 95
96, 105, 101, 89, 95, 92
89, 101, 94, 87, 93, 90
93, 101, 95, 89, 101, 94
100, 107, 104, 89, 97, 92
93, 107, 98, 87, 95, 91
91, 100, 94, 87, 93, 89
93, 107, 97, 89, 97, 93
95, 103, 98, 87, 93, 89
97, 105, 100, 87, 95, 89
93, 101, 95, 89, 95, 91
90, 99, 93, 87, 95, 90
94, 103, 98, 87, 93, 91
97, 107, 101, 87, 93, 89
93, 103, 97, 89, 97, 93
91, 99, 94, 87, 95, 90
95, 102, 98, 87, 93, 89
96, 105, 101, 87, 93, 89
91, 102, 95, 89, 95, 91
90, 101, 93, 87, 105, 91
97, 114, 101, 89, 103, 93
97, 109, 101, 87, 95, 89
93, 105, 97, 91, 101, 95
93, 100, 97, 89, 97, 92
90, 99, 94, 87, 93, 89
93, 105, 96, 91, 99, 95
100, 108, 103, 89, 97, 93
101, 109, 104, 90, 99, 95
93, 105, 98, 89, 97, 93
96, 105, 100, 92, 102, 97
103, 111, 107, 92, 99, 95
97, 109, 101, 90, 97, 93
92, 103, 95, 92, 99, 95
97, 106, 101, 95, 102, 98
102, 113, 107, 92, 99, 95
98, 109, 103, 89, 95, 91
93, 101, 97, 89, 99, 94
99, 109, 103, 95, 103, 99
103, 112, 107, 92, 99, 95
100, 107, 103, 92, 99, 95
98, 107, 101, 95, 101, 97
95, 105, 99, 92, 99, 95
101, 117, 103, 91, 110, 95
102, 110, 105, 92, 99, 95
99, 108, 103, 96, 103, 99
93, 103, 97, 89, 97, 93
97, 106, 101, 93, 99, 95
103, 113, 107, 90, 99, 95
95, 103, 99, 91, 99, 95
89, 101, 95, 87, 102, 90
95, 103, 98, 87, 93, 89
97, 106, 101, 87, 94, 89
93, 101, 97, 91, 95, 93
91, 99, 95, 87, 97, 91
97, 106, 101, 89, 97, 93
97, 108, 101, 87, 95, 90
89, 97, 93, 87, 93, 89
93, 101, 95, 89, 95, 91
97, 105, 100, 87, 93, 89
95, 103, 99, 87, 93, 89
91, 99, 95, 87, 93, 89
93, 101, 97, 89, 97, 93
97, 106, 101, 87, 93, 89
95, 103, 99, 87, 93, 91
89, 97, 93, 87, 93, 89
93, 100, 95, 89, 95, 93
97, 105, 100, 87, 97, 91
97, 115, 101, 89, 97, 93
91, 101, 95, 87, 103, 89
93, 101, 97, 90, 101, 95
100, 111, 105, 89, 97, 93
95, 105, 99, 87, 93, 91
93, 100, 95, 89, 95, 92
89, 97, 93, 87, 95, 90
95, 103, 98, 87, 93, 89
97, 105, 100, 87, 93, 89
93, 102, 97, 89, 97, 93
91, 97, 94, 87, 93, 89
95, 102, 98, 87, 94, 91
97, 106, 101, 87, 95, 90
93, 101, 97, 89, 95, 92
89, 98, 93, 87, 95, 90
