Addr, hmin0, hmax0, hmed0, mmin0, mmax0, mmed0
0x7f323a63ca80, 83, 97, 87, 79, 85, 81
0x7f323a63cac0, 93, 100, 97, 81, 93, 83
0x7f323a63cb00, 93, 101, 97, 83, 89, 87
0x7f323a63cb40, 91, 106, 95, 85, 92, 89
0x7f323a63cb80, 83, 92, 88, 77, 84, 81
0x7f323a63cbc0, 91, 106, 95, 79, 85, 83
0x7f323a63cc00, 92, 107, 95, 85, 91, 89
0x7f323a63cc40, 94, 102, 98, 83, 91, 87
0x7f323a63cc80, 93, 101, 96, 81, 87, 83
0x7f323a63ccc0, 85, 99, 94, 79, 91, 81
0x7f323a63cd00, 92, 109, 101, 85, 99, 89
0x7f323a63cd40, 93, 102, 97, 83, 90, 87
0x7f323a63cd80, 91, 106, 95, 79, 95, 83
0x7f323a63cdc0, 83, 97, 86, 77, 89, 81
0x7f323a63ce00, 92, 99, 95, 85, 93, 89
0x7f323a63ce40, 94, 111, 99, 85, 91, 87
0x7f323a63ce80, 92, 101, 96, 81, 93, 83
0x7f323a63cec0, 83, 91, 87, 79, 85, 81
0x7f323a63cf00, 92, 106, 95, 85, 91, 89
0x7f323a63cf40, 93, 103, 99, 83, 98, 87
0x7f323a63cf80, 91, 105, 95, 79, 85, 83
0x7f323a63cfc0, 83, 97, 87, 77, 84, 81
0x7f323a63d000, 91, 105, 95, 79, 91, 83
0x7f323a63d040, 83, 89, 86, 77, 84, 81
0x7f323a63d080, 91, 143, 95, 85, 92, 89
0x7f323a63d0c0, 93, 103, 97, 83, 97, 87
0x7f323a63d100, 92, 100, 95, 81, 87, 83
0x7f323a63d140, 83, 97, 87, 79, 85, 81
0x7f323a63d180, 92, 105, 95, 85, 99, 89
0x7f323a63d1c0, 95, 103, 99, 85, 91, 87
0x7f323a63d200, 91, 107, 95, 79, 86, 83
0x7f323a63d240, 83, 89, 86, 77, 90, 81
0x7f323a63d280, 92, 99, 95, 85, 92, 89
0x7f323a63d2c0, 93, 107, 97, 83, 90, 87
0x7f323a63d300, 92, 107, 97, 79, 93, 89
0x7f323a63d340, 83, 91, 87, 79, 85, 81
0x7f323a63d380, 92, 105, 95, 85, 93, 89
0x7f323a63d3c0, 95, 111, 98, 83, 97, 87
0x7f323a63d400, 83, 90, 87, 77, 83, 81
0x7f323a63d440, 91, 106, 95, 79, 86, 83
0x7f323a63d480, 93, 102, 97, 83, 97, 87
0x7f323a63d4c0, 91, 99, 95, 85, 92, 89
0x7f323a63d500, 83, 97, 87, 79, 84, 81
0x7f323a63d540, 93, 102, 98, 81, 93, 83
0x7f323a63d580, 95, 101, 98, 85, 91, 87
0x7f323a63d5c0, 91, 105, 95, 85, 92, 89
0x7f323a63d600, 83, 98, 86, 77, 89, 81
0x7f323a63d640, 91, 99, 95, 79, 85, 83
0x7f323a63d680, 93, 107, 97, 83, 90, 87
0x7f323a63d6c0, 91, 100, 95, 85, 98, 89
0x7f323a63d700, 83, 91, 87, 79, 85, 81
0x7f323a63d740, 93, 107, 95, 81, 86, 83
0x7f323a63d780, 95, 103, 99, 85, 98, 87
0x7f323a63d7c0, 91, 99, 95, 85, 92, 89
0x7f323a63d800, 92, 105, 95, 85, 92, 89
0x7f323a63d840, 93, 100, 97, 83, 97, 87
0x7f323a63d880, 91, 98, 95, 79, 86, 83
0x7f323a63d8c0, 83, 95, 85, 77, 83, 81
0x7f323a63d900, 93, 101, 96, 85, 98, 89
0x7f323a63d940, 94, 102, 98, 85, 91, 87
0x7f323a63d980, 93, 107, 97, 81, 87, 83
0x7f323a63d9c0, 83, 99, 87, 79, 85, 81
0x7f323a63da00, 92, 100, 95, 85, 92, 89
0x7f323a63da40, 93, 107, 97, 83, 90, 87
0x7f323a63da80, 91, 106, 95, 79, 85, 83
0x7f323a63dac0, 83, 91, 85, 77, 83, 81
0x7f323a63db00, 91, 105, 95, 85, 92, 89
0x7f323a63db40, 95, 108, 99, 85, 91, 87
0x7f323a63db80, 92, 101, 95, 81, 87, 83
0x7f323a63dbc0, 83, 97, 87, 79, 85, 81
0x7f323a63dc00, 94, 101, 97, 83, 97, 87
0x7f323a63dc40, 93, 100, 95, 85, 93, 89
0x7f323a63dc80, 83, 97, 85, 77, 84, 81
0x7f323a63dcc0, 91, 100, 95, 79, 92, 83
0x7f323a63dd00, 95, 103, 98, 85, 91, 87
0x7f323a63dd40, 91, 105, 95, 85, 92, 89
0x7f323a63dd80, 83, 91, 87, 79, 91, 81
0x7f323a63ddc0, 93, 102, 98, 81, 87, 83
0x7f323a63de00, 93, 109, 97, 83, 90, 87
0x7f323a63de40, 91, 99, 95, 85, 99, 89
0x7f323a63de80, 83, 90, 87, 77, 83, 81
0x7f323a63dec0, 91, 105, 95, 79, 86, 83
0x7f323a63df00, 94, 102, 98, 85, 97, 87
0x7f323a63df40, 91, 100, 95, 85, 92, 89
0x7f323a63df80, 83, 98, 93, 79, 91, 81
0x7f323a63dfc0, 93, 107, 96, 81, 87, 83
0x7f323a63e000, 93, 102, 97, 83, 90, 87
0x7f323a63e040, 91, 105, 95, 85, 99, 89
0x7f323a63e080, 83, 95, 86, 77, 83, 81
0x7f323a63e0c0, 91, 99, 95, 79, 91, 83
0x7f323a63e100, 94, 102, 98, 83, 91, 87
0x7f323a63e140, 91, 106, 95, 85, 92, 89
0x7f323a63e180, 83, 91, 87, 79, 85, 81
0x7f323a63e1c0, 92, 101, 96, 81, 87, 83
0x7f323a63e200, 93, 108, 97, 83, 89, 87
0x7f323a63e240, 93, 106, 97, 85, 113, 95
0x7f323a63e280, 83, 89, 86, 77, 83, 81
0x7f323a63e2c0, 91, 109, 97, 79, 86, 83
0x7f323a63e300, 95, 101, 98, 85, 97, 87
0x7f323a63e340, 91, 99, 95, 85, 92, 89
0x7f323a63e380, 83, 97, 87, 79, 85, 81
0x7f323a63e3c0, 92, 107, 96, 81, 93, 83
0x7f323a63e400, 92, 99, 95, 85, 91, 89
0x7f323a63e440, 93, 109, 97, 83, 90, 87
0x7f323a63e480, 91, 99, 95, 79, 93, 83
0x7f323a63e4c0, 83, 89, 87, 77, 83, 81
0x7f323a63e500, 92, 105, 97, 85, 91, 89
0x7f323a63e540, 95, 103, 98, 85, 97, 87
0x7f323a63e580, 93, 99, 96, 81, 87, 83
0x7f323a63e5c0, 83, 100, 87, 79, 91, 83
0x7f323a63e600, 92, 100, 95, 85, 99, 89
0x7f323a63e640, 93, 107, 97, 83, 90, 87
0x7f323a63e680, 91, 109, 95, 79, 86, 83
0x7f323a63e6c0, 85, 92, 89, 77, 89, 81
0x7f323a63e700, 92, 100, 95, 85, 92, 89
0x7f323a63e740, 95, 109, 98, 85, 91, 87
0x7f323a63e780, 92, 101, 97, 81, 93, 83
0x7f323a63e7c0, 85, 91, 87, 79, 85, 81
0x7f323a63e800, 83, 95, 85, 77, 83, 81
0x7f323a63e840, 91, 100, 95, 79, 91, 83
0x7f323a63e880, 93, 100, 97, 83, 90, 87
0x7f323a63e8c0, 91, 106, 95, 85, 92, 89
0x7f323a63e900, 83, 92, 87, 79, 91, 81
0x7f323a63e940, 93, 100, 97, 81, 87, 83
0x7f323a63e980, 95, 109, 99, 83, 91, 87
0x7f323a63e9c0, 92, 99, 95, 85, 99, 89
0x7f323a63ea00, 83, 91, 86, 77, 84, 81
0x7f323a63ea40, 91, 107, 95, 79, 86, 83
0x7f323a63ea80, 93, 101, 97, 83, 99, 87
0x7f323a63eac0, 92, 100, 95, 85, 92, 89
0x7f323a63eb00, 83, 97, 87, 79, 85, 81
0x7f323a63eb40, 92, 99, 95, 81, 93, 83
0x7f323a63eb80, 95, 102, 99, 85, 91, 87
0x7f323a63ebc0, 91, 107, 95, 85, 99, 91
0x7f323a63ec00, 91, 109, 95, 79, 89, 83
0x7f323a63ec40, 83, 97, 85, 77, 83, 81
0x7f323a63ec80, 92, 107, 95, 85, 93, 89
0x7f323a63ecc0, 93, 101, 97, 83, 97, 87
0x7f323a63ed00, 93, 100, 97, 81, 87, 83
0x7f323a63ed40, 83, 97, 87, 79, 85, 81
0x7f323a63ed80, 92, 100, 95, 85, 99, 89
0x7f323a63edc0, 95, 102, 98, 85, 91, 87
0x7f323a63ee00, 91, 105, 95, 79, 86, 83
0x7f323a63ee40, 83, 91, 86, 77, 91, 81
0x7f323a63ee80, 93, 100, 97, 85, 92, 89
0x7f323a63eec0, 93, 108, 97, 83, 90, 87
0x7f323a63ef00, 93, 100, 97, 81, 93, 83
0x7f323a63ef40, 83, 92, 87, 79, 85, 81
0x7f323a63ef80, 92, 106, 95, 85, 92, 89
0x7f323a63efc0, 94, 102, 98, 85, 97, 87
0x7f323a63f000, 93, 100, 97, 85, 93, 89
0x7f323a63f040, 95, 108, 98, 85, 91, 87
0x7f323a63f080, 93, 102, 98, 81, 93, 83
0x7f323a63f0c0, 83, 97, 87, 79, 85, 81
0x7f323a63f100, 91, 105, 95, 85, 92, 89
0x7f323a63f140, 93, 100, 97, 83, 97, 87
0x7f323a63f180, 91, 99, 95, 79, 86, 83
0x7f323a63f1c0, 83, 95, 85, 77, 83, 81
0x7f323a63f200, 92, 100, 96, 85, 99, 89
0x7f323a63f240, 95, 118, 103, 85, 91, 87
0x7f323a63f280, 92, 106, 96, 81, 87, 83
0x7f323a63f2c0, 83, 96, 87, 79, 85, 81
0x7f323a63f300, 92, 107, 96, 87, 99, 95
0x7f323a63f340, 93, 101, 97, 83, 90, 87
0x7f323a63f380, 91, 105, 95, 79, 86, 83
0x7f323a63f3c0, 83, 89, 85, 77, 83, 81
0x7f323a63f400, 95, 103, 99, 85, 91, 87
0x7f323a63f440, 91, 105, 95, 85, 92, 89
0x7f323a63f480, 83, 93, 89, 79, 85, 81
0x7f323a63f4c0, 93, 101, 97, 81, 87, 83
0x7f323a63f500, 93, 107, 97, 83, 89, 87
0x7f323a63f540, 93, 100, 97, 85, 91, 89
0x7f323a63f580, 83, 89, 86, 77, 83, 81
0x7f323a63f5c0, 91, 105, 95, 79, 86, 83
0x7f323a63f600, 95, 103, 99, 83, 91, 87
0x7f323a63f640, 91, 105, 95, 85, 92, 89
0x7f323a63f680, 83, 97, 87, 79, 85, 81
0x7f323a63f6c0, 92, 106, 95, 81, 87, 83
0x7f323a63f700, 93, 114, 97, 83, 90, 87
0x7f323a63f740, 91, 107, 95, 85, 92, 89
0x7f323a63f780, 83, 89, 85, 77, 83, 81
0x7f323a63f7c0, 91, 107, 95, 79, 86, 83
0x7f323a63f800, 92, 101, 95, 81, 94, 83
0x7f323a63f840, 83, 99, 87, 79, 85, 81
0x7f323a63f880, 92, 106, 95, 85, 101, 89
0x7f323a63f8c0, 95, 109, 98, 85, 105, 87
0x7f323a63f900, 91, 99, 95, 79, 92, 83
0x7f323a63f940, 81, 89, 85, 77, 84, 81
0x7f323a63f980, 92, 105, 95, 85, 93, 89
0x7f323a63f9c0, 93, 109, 97, 83, 97, 87
0x7f323a63fa00, 93, 100, 97, 81, 87, 83
0x7f323a63fa40, 83, 97, 87, 79, 85, 81
0x7f323a63fa80, 92, 99, 95, 85, 99, 89
0x7f323a63fac0, 95, 103, 98, 85, 91, 87
0x7f323a63fb00, 91, 105, 95, 79, 87, 83
0x7f323a63fb40, 83, 97, 85, 77, 89, 81
0x7f323a63fb80, 92, 100, 95, 85, 91, 89
0x7f323a63fbc0, 93, 107, 97, 83, 90, 87
0x7f323a63fc00, 83, 91, 87, 79, 91, 81
0x7f323a63fc40, 92, 101, 95, 81, 87, 83
0x7f323a63fc80, 95, 109, 98, 83, 91, 87
0x7f323a63fcc0, 91, 99, 95, 85, 99, 89
0x7f323a63fd00, 83, 89, 85, 77, 84, 81
0x7f323a63fd40, 91, 105, 95, 79, 86, 83
0x7f323a63fd80, 93, 100, 97, 83, 96, 87
0x7f323a63fdc0, 92, 100, 95, 85, 92, 89
0x7f323a63fe00, 83, 97, 87, 79, 85, 81
0x7f323a63fe40, 93, 106, 97, 81, 93, 83
0x7f323a63fe80, 95, 109, 100, 85, 96, 87
0x7f323a63fec0, 91, 106, 95, 85, 92, 89
0x7f323a63ff00, 83, 91, 87, 77, 89, 81
0x7f323a63ff40, 91, 99, 95, 79, 86, 83
0x7f323a63ff80, 93, 108, 97, 83, 89, 87
0x7f323a63ffc0, 91, 100, 95, 85, 99, 89
0x7f323a640000, 83, 89, 85, 77, 83, 81
0x7f323a640040, 91, 107, 95, 79, 85, 82
0x7f323a640080, 93, 101, 97, 83, 96, 87
0x7f323a6400c0, 91, 107, 95, 85, 92, 89
0x7f323a640100, 83, 97, 87, 79, 85, 81
0x7f323a640140, 93, 102, 98, 81, 93, 83
0x7f323a640180, 95, 102, 98, 85, 91, 87
0x7f323a6401c0, 91, 105, 95, 85, 92, 89
0x7f323a640200, 83, 89, 86, 77, 89, 81
0x7f323a640240, 91, 107, 95, 79, 85, 83
0x7f323a640280, 93, 108, 97, 83, 89, 87
0x7f323a6402c0, 91, 109, 96, 85, 243, 89
0x7f323a640300, 83, 168, 89, 77, 99, 81
0x7f323a640340, 91, 251, 97, 79, 340, 90
0x7f323a640380, 94, 249, 100, 83, 249, 87
0x7f323a6403c0, 91, 112, 97, 85, 92, 89
0x7f323a640400, 91, 108, 96, 79, 86, 83
0x7f323a640440, 83, 91, 87, 77, 83, 81
0x7f323a640480, 92, 105, 95, 85, 101, 95
0x7f323a6404c0, 93, 109, 97, 83, 90, 87
0x7f323a640500, 92, 100, 95, 81, 93, 83
0x7f323a640540, 83, 91, 87, 79, 85, 81
0x7f323a640580, 92, 107, 95, 85, 93, 89
0x7f323a6405c0, 95, 102, 99, 85, 98, 87
0x7f323a640600, 91, 99, 95, 79, 86, 83
0x7f323a640640, 83, 97, 86, 77, 83, 81
0x7f323a640680, 92, 99, 95, 85, 99, 89
0x7f323a6406c0, 93, 102, 97, 83, 90, 87
0x7f323a640700, 92, 107, 96, 81, 87, 83
0x7f323a640740, 83, 91, 87, 79, 101, 83
0x7f323a640780, 92, 107, 95, 85, 92, 89
0x7f323a6407c0, 95, 109, 98, 85, 91, 87
0x7f323a640800, 93, 102, 97, 83, 97, 87
0x7f323a640840, 91, 99, 95, 85, 92, 89
0x7f323a640880, 83, 96, 86, 77, 84, 81
0x7f323a6408c0, 91, 99, 95, 79, 93, 83
0x7f323a640900, 95, 103, 98, 83, 91, 87
0x7f323a640940, 91, 105, 95, 85, 92, 89
0x7f323a640980, 83, 91, 87, 79, 91, 81
0x7f323a6409c0, 92, 101, 96, 81, 87, 83
0x7f323a640a00, 93, 108, 97, 83, 90, 87
0x7f323a640a40, 91, 99, 95, 85, 99, 89
0x7f323a640a80, 83, 97, 88, 77, 91, 85
0x7f323a640ac0, 91, 108, 95, 79, 86, 83
0x7f323a640b00, 95, 105, 100, 85, 97, 87
0x7f323a640b40, 91, 99, 95, 85, 92, 89
0x7f323a640b80, 83, 97, 87, 79, 85, 81
0x7f323a640bc0, 93, 101, 97, 81, 93, 83
0x7f323a640c00, 92, 99, 95, 85, 92, 89
0x7f323a640c40, 93, 107, 97, 83, 90, 87
0x7f323a640c80, 91, 99, 95, 79, 93, 83
0x7f323a640cc0, 83, 89, 85, 77, 83, 81
0x7f323a640d00, 92, 105, 95, 85, 93, 89
0x7f323a640d40, 95, 101, 98, 83, 91, 87
0x7f323a640d80, 93, 101, 96, 81, 87, 83
0x7f323a640dc0, 83, 95, 87, 79, 84, 81
0x7f323a640e00, 92, 100, 96, 85, 99, 89
0x7f323a640e40, 93, 102, 97, 83, 90, 87
0x7f323a640e80, 91, 105, 95, 79, 85, 83
0x7f323a640ec0, 81, 89, 85, 77, 91, 81
0x7f323a640f00, 92, 99, 95, 85, 91, 89
0x7f323a640f40, 95, 109, 98, 85, 91, 87
0x7f323a640f80, 93, 102, 98, 81, 93, 83
0x7f323a640fc0, 83, 91, 87, 79, 85, 81
0x7f323a641000, 93, 263, 97, 81, 87, 83
0x7f323a641040, 83, 91, 87, 79, 89, 81
0x7f323a641080, 92, 99, 95, 85, 93, 89
0x7f323a6410c0, 95, 110, 99, 85, 91, 87
0x7f323a641100, 91, 107, 101, 79, 93, 87
0x7f323a641140, 83, 97, 85, 77, 84, 81
0x7f323a641180, 92, 105, 95, 85, 92, 89
0x7f323a6411c0, 93, 102, 97, 83, 97, 87
0x7f323a641200, 93, 100, 97, 81, 87, 83
0x7f323a641240, 83, 97, 87, 79, 85, 81
0x7f323a641280, 92, 98, 95, 85, 99, 89
0x7f323a6412c0, 94, 101, 98, 85, 91, 87
0x7f323a641300, 91, 105, 95, 79, 86, 83
0x7f323a641340, 81, 91, 86, 77, 89, 81
0x7f323a641380, 92, 100, 95, 85, 92, 89
0x7f323a6413c0, 93, 109, 97, 83, 90, 87
0x7f323a641400, 83, 91, 87, 79, 91, 81
0x7f323a641440, 92, 99, 95, 81, 86, 83
0x7f323a641480, 94, 109, 98, 85, 91, 87
0x7f323a6414c0, 91, 99, 95, 85, 99, 89
0x7f323a641500, 83, 89, 85, 77, 83, 81
0x7f323a641540, 91, 105, 95, 79, 86, 83
0x7f323a641580, 93, 102, 97, 83, 97, 87
0x7f323a6415c0, 91, 99, 95, 85, 92, 89
0x7f323a641600, 83, 99, 87, 79, 85, 81
0x7f323a641640, 93, 100, 97, 81, 95, 83
0x7f323a641680, 95, 105, 100, 85, 92, 87
0x7f323a6416c0, 91, 105, 97, 85, 92, 89
0x7f323a641700, 83, 97, 87, 77, 91, 85
0x7f323a641740, 91, 101, 97, 79, 93, 83
0x7f323a641780, 93, 109, 97, 83, 90, 87
0x7f323a6417c0, 91, 100, 95, 85, 98, 89
0x7f323a641800, 92, 99, 95, 85, 93, 89
0x7f323a641840, 95, 111, 99, 83, 91, 87
0x7f323a641880, 93, 102, 98, 81, 93, 83
0x7f323a6418c0, 83, 91, 87, 79, 85, 81
0x7f323a641900, 92, 107, 95, 85, 91, 89
0x7f323a641940, 93, 102, 97, 83, 97, 87
0x7f323a641980, 91, 99, 95, 79, 85, 83
0x7f323a6419c0, 81, 95, 87, 77, 83, 81
0x7f323a641a00, 93, 99, 95, 85, 99, 89
0x7f323a641a40, 95, 103, 99, 85, 91, 87
0x7f323a641a80, 92, 106, 96, 81, 87, 83
0x7f323a641ac0, 85, 91, 87, 79, 91, 81
0x7f323a641b00, 92, 99, 95, 85, 92, 89
0x7f323a641b40, 93, 108, 98, 83, 90, 87
0x7f323a641b80, 92, 101, 97, 79, 91, 83
0x7f323a641bc0, 83, 90, 87, 77, 83, 81
0x7f323a641c00, 95, 109, 99, 85, 91, 87
0x7f323a641c40, 91, 100, 95, 85, 99, 89
0x7f323a641c80, 83, 93, 87, 79, 85, 81
0x7f323a641cc0, 92, 105, 96, 81, 87, 83
0x7f323a641d00, 93, 100, 97, 83, 95, 87
0x7f323a641d40, 91, 99, 95, 85, 92, 89
0x7f323a641d80, 83, 97, 91, 77, 83, 81
0x7f323a641dc0, 91, 105, 95, 79, 92, 83
0x7f323a641e00, 95, 101, 99, 85, 91, 87
0x7f323a641e40, 91, 105, 95, 85, 93, 89
0x7f323a641e80, 83, 91, 87, 79, 91, 81
0x7f323a641ec0, 93, 102, 97, 81, 87, 83
0x7f323a641f00, 93, 107, 97, 83, 89, 87
0x7f323a641f40, 91, 100, 95, 85, 99, 89
0x7f323a641f80, 83, 89, 87, 77, 83, 81
0x7f323a641fc0, 91, 105, 95, 79, 86, 83
0x7f323a642000, 95, 102, 98, 85, 99, 87
0x7f323a642040, 91, 100, 95, 85, 93, 89
0x7f323a642080, 83, 99, 87, 79, 85, 81
0x7f323a6420c0, 92, 100, 95, 81, 93, 83
0x7f323a642100, 93, 101, 97, 83, 91, 87
0x7f323a642140, 91, 107, 95, 85, 92, 89
0x7f323a642180, 83, 89, 85, 77, 91, 81
0x7f323a6421c0, 91, 101, 95, 79, 86, 83
0x7f323a642200, 95, 111, 99, 85, 91, 87
0x7f323a642240, 91, 99, 95, 85, 98, 89
0x7f323a642280, 83, 91, 87, 79, 85, 81
0x7f323a6422c0, 92, 107, 95, 81, 87, 83
0x7f323a642300, 93, 100, 97, 83, 97, 87
0x7f323a642340, 91, 100, 95, 85, 92, 89
0x7f323a642380, 83, 95, 86, 77, 83, 81
0x7f323a6423c0, 91, 100, 95, 79, 93, 89
0x7f323a642400, 92, 100, 95, 85, 92, 89
0x7f323a642440, 94, 109, 98, 83, 91, 87
0x7f323a642480, 92, 101, 95, 81, 93, 83
0x7f323a6424c0, 85, 91, 87, 79, 85, 81
0x7f323a642500, 92, 107, 95, 85, 91, 89
0x7f323a642540, 93, 103, 97, 83, 97, 87
0x7f323a642580, 91, 99, 95, 79, 85, 83
0x7f323a6425c0, 83, 97, 87, 77, 267, 81
0x7f323a642600, 91, 109, 95, 85, 103, 89
0x7f323a642640, 93, 122, 98, 85, 91, 87
0x7f323a642680, 92, 107, 96, 81, 87, 83
0x7f323a6426c0, 83, 92, 87, 79, 91, 81
0x7f323a642700, 92, 99, 95, 85, 91, 89
0x7f323a642740, 93, 109, 97, 83, 90, 87
0x7f323a642780, 91, 99, 95, 79, 93, 83
0x7f323a6427c0, 83, 90, 87, 77, 84, 81
0x7f323a642800, 83, 97, 87, 79, 85, 81
0x7f323a642840, 92, 101, 95, 81, 93, 83
0x7f323a642880, 95, 103, 99, 85, 91, 87
0x7f323a6428c0, 91, 105, 95, 85, 92, 89
0x7f323a642900, 83, 97, 86, 77, 89, 81
0x7f323a642940, 91, 100, 95, 79, 86, 83
0x7f323a642980, 93, 107, 97, 83, 90, 87
0x7f323a6429c0, 91, 99, 95, 85, 255, 91
0x7f323a642a00, 83, 90, 87, 79, 91, 81
0x7f323a642a40, 92, 100, 95, 81, 87, 83
0x7f323a642a80, 95, 111, 99, 85, 91, 87
0x7f323a642ac0, 91, 99, 95, 85, 93, 89
0x7f323a642b00, 83, 97, 87, 77, 83, 81
0x7f323a642b40, 91, 105, 95, 79, 86, 83
0x7f323a642b80, 93, 101, 97, 83, 97, 87
0x7f323a642bc0, 91, 99, 95, 85, 92, 89
0x7f323a642c00, 92, 107, 96, 81, 87, 83
0x7f323a642c40, 85, 93, 89, 79, 93, 81
0x7f323a642c80, 91, 115, 95, 85, 93, 89
0x7f323a642cc0, 95, 117, 101, 85, 90, 87
0x7f323a642d00, 91, 101, 95, 79, 92, 83
0x7f323a642d40, 83, 90, 87, 77, 83, 81
0x7f323a642d80, 92, 106, 95, 85, 92, 89
0x7f323a642dc0, 93, 101, 97, 83, 97, 87
0x7f323a642e00, 92, 101, 95, 81, 87, 83
0x7f323a642e40, 83, 97, 87, 79, 85, 81
0x7f323a642e80, 93, 101, 97, 85, 99, 89
0x7f323a642ec0, 95, 101, 98, 83, 91, 87
0x7f323a642f00, 91, 106, 95, 79, 85, 83
0x7f323a642f40, 83, 91, 87, 77, 89, 81
0x7f323a642f80, 92, 100, 95, 85, 93, 89
0x7f323a642fc0, 93, 108, 97, 83, 90, 87
0x7f323a643000, 92, 100, 95, 85, 101, 89
0x7f323a643040, 93, 109, 97, 83, 97, 87
0x7f323a643080, 91, 99, 95, 79, 85, 83
0x7f323a6430c0, 81, 99, 91, 77, 83, 81
0x7f323a643100, 92, 100, 95, 85, 99, 89
0x7f323a643140, 95, 110, 98, 83, 91, 87
0x7f323a643180, 92, 109, 97, 81, 87, 83
0x7f323a6431c0, 83, 92, 87, 79, 92, 81
0x7f323a643200, 92, 99, 95, 85, 91, 89
0x7f323a643240, 93, 108, 97, 83, 91, 87
0x7f323a643280, 91, 99, 95, 79, 93, 83
0x7f323a6432c0, 83, 91, 87, 77, 83, 81
0x7f323a643300, 92, 105, 95, 85, 92, 89
0x7f323a643340, 95, 102, 99, 85, 99, 87
0x7f323a643380, 92, 99, 95, 81, 86, 83
0x7f323a6433c0, 83, 97, 87, 79, 107, 81
0x7f323a643400, 93, 100, 97, 83, 89, 87
0x7f323a643440, 93, 100, 97, 85, 91, 89
0x7f323a643480, 83, 97, 87, 77, 83, 81
0x7f323a6434c0, 91, 100, 95, 79, 86, 83
0x7f323a643500, 95, 108, 98, 85, 92, 87
0x7f323a643540, 91, 106, 95, 85, 91, 89
0x7f323a643580, 83, 91, 87, 79, 85, 81
0x7f323a6435c0, 92, 108, 95, 81, 87, 83
0x7f323a643600, 93, 109, 97, 83, 253, 93
0x7f323a643640, 91, 100, 95, 85, 100, 89
0x7f323a643680, 83, 91, 87, 77, 83, 81
0x7f323a6436c0, 91, 109, 97, 79, 86, 83
0x7f323a643700, 95, 104, 99, 83, 97, 87
0x7f323a643740, 93, 100, 97, 85, 92, 89
0x7f323a643780, 83, 96, 87, 79, 85, 81
0x7f323a6437c0, 92, 99, 95, 81, 93, 83
0x7f323a643800, 91, 101, 95, 79, 86, 83
0x7f323a643840, 83, 96, 85, 77, 83, 81
0x7f323a643880, 92, 99, 95, 85, 98, 89
0x7f323a6438c0, 93, 101, 97, 83, 90, 87
0x7f323a643900, 92, 106, 95, 81, 87, 83
0x7f323a643940, 83, 91, 87, 79, 91, 81
0x7f323a643980, 92, 105, 95, 85, 92, 89
0x7f323a6439c0, 95, 109, 98, 85, 97, 87
0x7f323a643a00, 91, 100, 95, 79, 93, 83
0x7f323a643a40, 83, 90, 85, 77, 83, 81
0x7f323a643a80, 92, 107, 97, 85, 91, 89
0x7f323a643ac0, 93, 109, 98, 83, 97, 89
0x7f323a643b00, 92, 99, 96, 81, 87, 83
0x7f323a643b40, 83, 97, 87, 79, 85, 81
0x7f323a643b80, 92, 99, 95, 85, 99, 89
0x7f323a643bc0, 95, 102, 98, 83, 91, 87
0x7f323a643c00, 83, 95, 85, 77, 83, 81
0x7f323a643c40, 91, 99, 95, 79, 93, 83
0x7f323a643c80, 93, 109, 98, 83, 89, 87
0x7f323a643cc0, 91, 109, 95, 85, 92, 89
0x7f323a643d00, 83, 92, 87, 79, 89, 81
0x7f323a643d40, 92, 100, 95, 81, 87, 83
0x7f323a643d80, 94, 108, 98, 85, 97, 87
0x7f323a643dc0, 91, 105, 95, 85, 99, 89
0x7f323a643e00, 83, 91, 86, 77, 83, 81
0x7f323a643e40, 91, 107, 95, 79, 85, 83
0x7f323a643e80, 93, 102, 98, 83, 97, 87
0x7f323a643ec0, 92, 99, 95, 85, 92, 89
0x7f323a643f00, 83, 97, 87, 79, 85, 81
0x7f323a643f40, 92, 99, 95, 81, 93, 83
0x7f323a643f80, 95, 102, 99, 85, 91, 87
0x7f323a643fc0, 91, 105, 95, 85, 103, 89
0x7f323a644000, 91, 99, 95, 79, 93, 83
0x7f323a644040, 83, 89, 86, 77, 83, 81
0x7f323a644080, 92, 107, 96, 85, 101, 91
0x7f323a6440c0, 95, 113, 105, 83, 97, 93
0x7f323a644100, 100, 115, 104, 87, 93, 90
0x7f323a644140, 91, 99, 94, 85, 93, 87
0x7f323a644180, 99, 108, 103, 93, 99, 95
0x7f323a6441c0, 103, 119, 106, 91, 98, 95
0x7f323a644200, 99, 107, 103, 79, 92, 89
0x7f323a644240, 83, 92, 87, 77, 83, 81
0x7f323a644280, 92, 105, 95, 85, 101, 89
0x7f323a6442c0, 93, 109, 97, 83, 99, 87
0x7f323a644300, 92, 100, 96, 81, 87, 83
0x7f323a644340, 83, 97, 87, 79, 85, 81
0x7f323a644380, 92, 99, 95, 85, 99, 89
0x7f323a6443c0, 95, 103, 98, 85, 91, 87
0x7f323a644400, 83, 97, 87, 77, 84, 81
0x7f323a644440, 91, 99, 95, 79, 91, 83
0x7f323a644480, 94, 101, 97, 83, 90, 87
0x7f323a6444c0, 91, 105, 95, 85, 92, 89
0x7f323a644500, 85, 93, 89, 79, 91, 81
0x7f323a644540, 93, 102, 98, 81, 87, 83
0x7f323a644580, 95, 111, 99, 85, 99, 87
0x7f323a6445c0, 91, 100, 95, 85, 99, 89
0x7f323a644600, 83, 92, 88, 77, 83, 81
