hmin5, hmax5, hmed5, mmin5, mmax5, mmed5
83, 107, 91, 81, 104, 89
87, 112, 96, 79, 94, 83
91, 99, 94, 85, 105, 89
93, 102, 97, 83, 91, 87
85, 99, 89, 81, 87, 83
87, 95, 91, 79, 93, 83
91, 100, 95, 87, 100, 90
93, 109, 97, 83, 91, 87
85, 91, 87, 79, 93, 83
87, 93, 89, 79, 87, 83
91, 105, 94, 85, 92, 89
93, 102, 97, 85, 97, 87
85, 93, 89, 81, 93, 84
87, 102, 91, 79, 87, 83
91, 100, 95, 87, 101, 90
93, 102, 97, 83, 91, 87
85, 101, 90, 79, 86, 83
85, 93, 87, 79, 93, 83
93, 102, 97, 83, 91, 87
91, 105, 94, 85, 92, 89
87, 95, 91, 79, 93, 83
86, 93, 89, 81, 87, 83
93, 107, 97, 85, 91, 87
92, 100, 95, 87, 99, 89
86, 93, 89, 79, 86, 83
85, 99, 88, 79, 86, 83
93, 100, 97, 83, 97, 87
91, 98, 94, 85, 91, 89
87, 101, 91, 79, 86, 83
85, 93, 89, 81, 87, 83
93, 109, 97, 85, 90, 87
91, 107, 95, 87, 93, 89
91, 106, 94, 85, 99, 89
93, 102, 97, 83, 91, 87
83, 99, 87, 79, 86, 83
87, 93, 89, 79, 93, 83
91, 99, 95, 87, 93, 89
93, 107, 97, 85, 91, 87
85, 93, 89, 81, 93, 84
87, 94, 91, 79, 87, 83
91, 105, 94, 85, 92, 89
93, 100, 97, 85, 97, 87
83, 93, 87, 79, 86, 83
87, 101, 90, 79, 86, 83
92, 100, 95, 87, 99, 90
93, 100, 97, 85, 91, 87
85, 100, 95, 81, 87, 83
87, 95, 91, 79, 93, 83
93, 101, 97, 83, 91, 87
91, 104, 95, 85, 93, 89
87, 95, 90, 79, 94, 83
85, 91, 87, 79, 86, 83
93, 107, 97, 85, 91, 87
91, 99, 95, 87, 99, 89
87, 95, 91, 79, 86, 83
85, 99, 89, 81, 87, 83
93, 101, 97, 85, 99, 93
