 clflush hit min, clflush miss min, clflush hit median, clflush miss median, clflush hit max, clflush miss max
 85, 83, 91, 87, 101, 91
 83, 81, 87, 85, 92, 88
 87, 81, 93, 85, 97, 88
 91, 81, 95, 85, 98, 88
 85, 81, 89, 87, 93, 90
 83, 81, 88, 85, 92, 88
 87, 79, 92, 84, 103, 88
 89, 81, 93, 85, 97, 88
 85, 83, 91, 87, 94, 91
 83, 81, 87, 85, 91, 88
 87, 81, 92, 85, 102, 88
 91, 81, 95, 85, 98, 95
 89, 79, 93, 85, 97, 87
 87, 81, 92, 85, 103, 88
 83, 81, 87, 85, 97, 88
 85, 83, 89, 87, 93, 91
 91, 81, 95, 85, 99, 88
 87, 81, 93, 85, 102, 88
 83, 81, 87, 85, 91, 88
 87, 83, 91, 87, 95, 91
 89, 81, 93, 85, 97, 88
 87, 79, 91, 85, 95, 93
 83, 81, 88, 85, 99, 88
 85, 83, 90, 87, 93, 90
 91, 81, 95, 85, 99, 88
 87, 81, 92, 85, 96, 89
 83, 81, 89, 85, 93, 88
 87, 85, 91, 88, 101, 91
 87, 81, 92, 85, 103, 93
 89, 81, 93, 85, 98, 89
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 97, 88
 87, 81, 91, 85, 103, 95
 91, 81, 95, 85, 98, 89
 87, 83, 91, 87, 95, 91
 83, 81, 88, 85, 92, 89
 87, 79, 91, 85, 95, 88
 89, 81, 93, 85, 97, 89
 85, 83, 89, 87, 94, 91
 83, 81, 87, 85, 91, 89
 87, 81, 93, 85, 96, 89
 91, 81, 95, 85, 99, 88
 85, 83, 90, 87, 94, 91
 85, 81, 89, 85, 92, 89
 89, 81, 95, 85, 105, 88
 87, 81, 91, 85, 95, 88
 83, 81, 87, 85, 91, 88
 85, 83, 89, 87, 93, 90
 91, 81, 95, 85, 99, 89
 87, 81, 91, 85, 95, 89
 83, 81, 89, 85, 93, 89
 87, 83, 91, 87, 94, 91
 89, 81, 93, 85, 97, 88
 87, 81, 92, 85, 96, 87
 83, 81, 87, 85, 99, 88
 85, 83, 89, 87, 101, 90
 91, 81, 95, 85, 99, 93
 87, 81, 92, 85, 95, 89
 83, 81, 89, 85, 97, 89
 87, 83, 91, 87, 94, 98
 87, 81, 93, 85, 96, 87
 89, 81, 94, 85, 98, 88
 85, 83, 89, 93, 101, 114
 83, 81, 87, 87, 91, 104
 87, 81, 92, 85, 97, 89
 91, 81, 95, 85, 107, 88
 87, 85, 91, 87, 101, 91
 83, 81, 89, 85, 92, 95
 87, 81, 93, 85, 97, 87
 89, 81, 94, 85, 97, 89
 85, 81, 94, 87, 101, 91
 83, 81, 87, 85, 91, 95
 87, 81, 92, 85, 97, 88
 91, 81, 95, 85, 107, 89
 86, 83, 91, 87, 101, 91
 83, 81, 89, 85, 91, 95
 83, 79, 88, 85, 91, 89
 86, 83, 90, 87, 101, 90
 89, 79, 101, 85, 107, 95
 87, 79, 91, 85, 94, 93
 83, 81, 89, 85, 92, 89
 87, 85, 91, 87, 101, 91
 91, 81, 95, 87, 107, 97
 87, 81, 91, 85, 95, 95
 83, 81, 87, 85, 91, 88
 85, 83, 89, 87, 93, 90
 89, 79, 94, 85, 105, 88
 87, 81, 92, 85, 96, 95
 83, 81, 89, 85, 93, 88
 87, 85, 91, 87, 102, 91
 91, 79, 95, 85, 105, 88
 87, 81, 92, 85, 96, 95
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 97, 88
 87, 81, 92, 85, 96, 94
 89, 81, 93, 85, 98, 89
 87, 83, 91, 87, 101, 91
 83, 81, 89, 85, 100, 88
 87, 83, 93, 92, 105, 101
 91, 81, 96, 85, 170, 95
 87, 81, 97, 87, 179, 160
 83, 81, 92, 91, 176, 470
 87, 79, 93, 85, 107, 89
 89, 81, 95, 85, 168, 162
 93, 91, 99, 95, 184, 99
 91, 89, 95, 91, 99, 95
 95, 89, 99, 92, 103, 96
 91, 81, 101, 85, 142, 88
 87, 81, 93, 91, 112, 108
 92, 87, 103, 91, 282, 105
 93, 85, 99, 262, 476, 498
 83, 81, 93, 182, 365, 476
 87, 81, 94, 182, 378, 498
 89, 81, 95, 233, 452, 480
 85, 83, 91, 259, 484, 496
 83, 81, 91, 264, 486, 498
 87, 81, 99, 112, 485, 496
 90, 81, 95, 91, 158, 172
 87, 85, 91, 87, 109, 91
 83, 81, 89, 85, 99, 88
 87, 79, 92, 85, 96, 112
 89, 81, 94, 85, 97, 89
 85, 83, 90, 87, 101, 90
 83, 81, 88, 85, 99, 95
 91, 79, 95, 85, 99, 95
 87, 81, 92, 85, 96, 95
 83, 81, 89, 85, 99, 88
 87, 83, 91, 87, 101, 91
 89, 81, 95, 85, 105, 95
 87, 79, 91, 85, 95, 87
 83, 79, 87, 85, 93, 88
 85, 83, 89, 87, 101, 90
 91, 81, 95, 85, 100, 102
 87, 81, 92, 85, 96, 89
 83, 81, 88, 85, 98, 89
 87, 83, 92, 87, 107, 91
 89, 81, 94, 85, 98, 95
 87, 79, 91, 85, 96, 87
 83, 81, 87, 85, 99, 88
 85, 83, 90, 87, 102, 91
 85, 83, 89, 88, 94, 98
 83, 81, 87, 85, 91, 88
 87, 81, 92, 85, 103, 88
 91, 81, 95, 85, 106, 95
 85, 83, 89, 87, 93, 91
 83, 81, 87, 85, 91, 88
 87, 81, 93, 85, 103, 95
 90, 81, 95, 85, 98, 95
 85, 85, 91, 87, 94, 91
 85, 81, 88, 85, 99, 88
 88, 81, 93, 85, 105, 89
 91, 81, 95, 85, 105, 89
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 98, 89
 87, 81, 93, 85, 103, 87
 89, 81, 93, 84, 98, 87
 83, 81, 89, 85, 93, 89
 87, 85, 91, 88, 101, 91
 91, 79, 95, 85, 100, 88
 87, 81, 91, 85, 95, 89
 83, 81, 87, 85, 92, 88
 85, 83, 89, 87, 93, 90
 89, 81, 93, 85, 99, 88
 87, 81, 92, 85, 105, 88
 83, 79, 89, 85, 99, 89
 87, 83, 91, 87, 94, 97
 91, 81, 95, 85, 99, 89
 87, 83, 92, 85, 95, 89
 81, 81, 87, 85, 91, 95
 87, 83, 91, 87, 94, 90
 89, 81, 95, 85, 98, 88
 87, 81, 93, 85, 96, 87
 83, 79, 87, 85, 92, 88
 87, 83, 91, 87, 103, 97
 91, 81, 95, 85, 113, 89
 87, 83, 92, 85, 103, 93
 83, 81, 87, 85, 93, 89
 87, 83, 90, 87, 93, 90
 89, 81, 93, 85, 98, 88
 87, 79, 92, 85, 103, 88
 83, 81, 87, 85, 92, 89
 87, 85, 91, 87, 101, 91
 91, 81, 95, 85, 105, 89
 87, 81, 92, 91, 113, 103
 83, 81, 87, 85, 92, 88
 85, 83, 89, 87, 101, 91
 89, 79, 94, 85, 98, 95
 89, 81, 92, 85, 95, 87
 87, 83, 91, 87, 101, 91
 83, 81, 89, 85, 98, 101
 87, 81, 92, 91, 96, 109
 91, 81, 95, 85, 98, 88
 85, 83, 91, 87, 101, 99
 83, 81, 87, 85, 100, 88
 87, 81, 92, 85, 96, 95
 89, 81, 93, 85, 97, 89
 85, 85, 91, 87, 101, 91
 85, 81, 89, 85, 99, 89
 87, 81, 92, 85, 96, 96
 91, 81, 95, 85, 98, 88
 85, 81, 89, 87, 93, 90
 83, 81, 87, 85, 91, 88
 87, 79, 91, 85, 96, 87
 89, 81, 94, 85, 105, 88
 91, 81, 95, 85, 107, 89
 87, 81, 92, 87, 95, 103
 83, 81, 89, 85, 99, 88
 87, 85, 91, 88, 103, 91
 89, 79, 94, 85, 105, 88
 89, 81, 92, 85, 96, 95
 83, 81, 87, 85, 99, 88
 85, 83, 91, 87, 100, 90
 91, 81, 95, 85, 100, 95
 88, 81, 93, 85, 97, 89
 83, 81, 89, 85, 93, 88
 87, 83, 91, 87, 101, 91
 89, 81, 94, 85, 98, 95
 87, 81, 91, 85, 95, 87
 83, 81, 87, 85, 97, 89
 85, 83, 89, 87, 93, 97
 87, 81, 93, 85, 96, 89
 91, 81, 95, 85, 99, 87
 85, 83, 91, 87, 101, 91
 83, 81, 89, 85, 99, 95
 87, 81, 92, 85, 95, 87
 89, 81, 94, 85, 105, 89
 85, 83, 90, 87, 101, 89
 83, 81, 87, 91, 91, 95
 87, 81, 92, 85, 96, 89
 91, 81, 95, 85, 105, 88
 87, 83, 91, 88, 94, 99
 85, 81, 89, 85, 92, 88
 87, 81, 92, 85, 95, 87
 89, 81, 94, 85, 105, 88
 85, 83, 90, 87, 93, 97
 83, 81, 87, 85, 91, 88
 85, 83, 89, 87, 99, 90
 83, 81, 87, 85, 91, 95
 87, 81, 92, 85, 96, 87
 89, 81, 93, 85, 97, 88
 85, 83, 91, 88, 101, 91
 85, 81, 89, 85, 92, 96
 87, 81, 92, 85, 96, 89
 91, 81, 95, 85, 105, 88
 85, 83, 90, 87, 93, 90
 83, 81, 87, 85, 91, 89
 87, 81, 91, 85, 96, 87
 89, 81, 93, 85, 97, 88
 85, 83, 91, 89, 95, 107
 83, 81, 89, 85, 92, 88
 87, 81, 93, 85, 103, 88
 91, 81, 95, 85, 105, 89
 83, 79, 87, 85, 91, 94
 85, 83, 91, 87, 93, 91
 89, 81, 95, 85, 104, 88
 87, 81, 92, 85, 96, 88
 83, 81, 88, 85, 93, 89
 87, 85, 91, 88, 101, 91
 91, 79, 95, 85, 106, 88
 87, 81, 92, 85, 96, 95
 83, 81, 87, 85, 91, 88
 85, 83, 91, 87, 100, 97
 89, 79, 93, 85, 105, 88
 87, 79, 93, 85, 96, 97
 84, 81, 89, 85, 93, 88
 87, 83, 91, 87, 95, 91
 91, 81, 95, 85, 100, 88
 87, 81, 91, 85, 95, 89
 87, 81, 93, 85, 96, 88
 89, 81, 93, 85, 97, 88
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 91, 89
 87, 81, 93, 85, 97, 95
 91, 81, 95, 85, 99, 88
 87, 83, 91, 88, 95, 100
 85, 81, 89, 85, 101, 88
 87, 81, 93, 85, 103, 87
 90, 81, 95, 85, 98, 89
 85, 81, 91, 87, 93, 90
 83, 81, 88, 85, 93, 88
 87, 81, 91, 85, 96, 89
 91, 81, 95, 85, 99, 89
 85, 83, 91, 87, 94, 91
 83, 81, 89, 85, 92, 88
 89, 81, 94, 85, 98, 88
 87, 81, 91, 85, 95, 88
 83, 81, 87, 85, 91, 88
 85, 81, 91, 87, 94, 90
 89, 79, 94, 85, 98, 88
 87, 81, 92, 85, 104, 89
 83, 81, 87, 85, 93, 95
 87, 83, 91, 89, 94, 105
 89, 81, 93, 85, 113, 89
 87, 81, 93, 85, 103, 87
 83, 79, 88, 85, 91, 95
 85, 83, 89, 87, 93, 90
 91, 81, 95, 85, 106, 88
 87, 81, 92, 85, 103, 89
 83, 81, 87, 85, 92, 89
 87, 83, 91, 87, 95, 91
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 91, 89
 87, 79, 91, 85, 96, 87
 89, 81, 93, 85, 97, 88
 85, 83, 91, 87, 94, 91
 85, 81, 89, 85, 92, 88
 87, 81, 92, 85, 96, 89
 91, 81, 94, 85, 98, 88
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 91, 88
 87, 79, 91, 85, 96, 87
 89, 81, 93, 85, 97, 88
 85, 83, 91, 88, 95, 91
 85, 81, 89, 85, 99, 88
 87, 81, 92, 85, 131, 89
 89, 79, 97, 89, 113, 105
 83, 81, 91, 87, 109, 107
 85, 83, 90, 87, 110, 90
 89, 81, 94, 85, 261, 97
 87, 81, 91, 85, 103, 87
 83, 81, 89, 85, 93, 95
 87, 85, 91, 87, 94, 91
 91, 81, 95, 85, 105, 89
 87, 81, 92, 85, 95, 95
 83, 81, 87, 85, 92, 88
 86, 83, 89, 87, 93, 90
 89, 81, 94, 85, 106, 88
 87, 81, 92, 85, 95, 93
 85, 81, 91, 85, 106, 93
 87, 85, 91, 87, 142, 91
 91, 79, 95, 85, 106, 88
 87, 81, 93, 85, 104, 89
 87, 81, 92, 85, 96, 95
 89, 81, 93, 85, 105, 95
 85, 83, 89, 87, 101, 90
 83, 81, 87, 85, 99, 89
 87, 81, 92, 85, 96, 95
 90, 81, 94, 85, 98, 88
 87, 83, 91, 87, 101, 91
 85, 81, 89, 85, 92, 93
 87, 81, 93, 85, 97, 87
 89, 81, 95, 85, 105, 95
 85, 83, 90, 87, 101, 90
 83, 81, 87, 85, 91, 102
 87, 81, 91, 85, 103, 93
 89, 81, 95, 85, 99, 251
 87, 83, 91, 87, 107, 91
 83, 81, 87, 85, 99, 93
 89, 81, 94, 85, 99, 89
 87, 79, 93, 85, 96, 87
 83, 81, 87, 85, 99, 88
 85, 83, 89, 87, 93, 99
 91, 81, 95, 85, 98, 95
 87, 81, 91, 85, 95, 89
 83, 81, 89, 85, 99, 88
 87, 85, 91, 88, 94, 98
 89, 79, 95, 85, 98, 88
 87, 81, 91, 85, 102, 88
 83, 81, 87, 85, 97, 88
 85, 83, 90, 87, 93, 97
 90, 81, 95, 85, 99, 88
 89, 81, 93, 85, 103, 89
 83, 79, 89, 85, 99, 88
 87, 83, 91, 87, 102, 99
 83, 81, 89, 85, 93, 88
 87, 83, 91, 87, 101, 91
 91, 81, 95, 85, 105, 95
 87, 81, 92, 85, 95, 89
 83, 81, 87, 85, 93, 88
 85, 83, 89, 87, 99, 90
 89, 81, 94, 85, 99, 89
 87, 79, 91, 85, 95, 87
 83, 81, 89, 85, 97, 89
 87, 83, 91, 88, 94, 97
 90, 81, 95, 85, 99, 88
 87, 81, 92, 85, 96, 89
 83, 81, 87, 85, 91, 88
 85, 83, 90, 87, 93, 91
 89, 79, 94, 85, 99, 88
 87, 81, 91, 85, 95, 87
 87, 83, 91, 87, 94, 91
 85, 81, 89, 85, 92, 88
 87, 81, 91, 85, 95, 89
 91, 81, 95, 85, 99, 88
 85, 83, 89, 87, 91, 90
 83, 81, 87, 85, 91, 88
 87, 79, 92, 85, 96, 87
 89, 81, 93, 85, 98, 95
 87, 83, 91, 87, 94, 91
 85, 81, 89, 85, 99, 89
 87, 81, 91, 85, 95, 89
 91, 81, 95, 85, 98, 89
 85, 83, 90, 87, 101, 91
 83, 81, 87, 85, 91, 88
 87, 79, 91, 85, 95, 87
 89, 81, 93, 85, 97, 89
 91, 81, 95, 85, 99, 88
 87, 81, 92, 85, 96, 97
 83, 81, 89, 85, 92, 88
 87, 85, 91, 88, 101, 91
 89, 81, 95, 85, 106, 89
 87, 81, 91, 85, 95, 103
 83, 79, 87, 85, 91, 88
 85, 83, 91, 87, 99, 90
 91, 81, 95, 85, 100, 95
 87, 81, 91, 85, 95, 89
 83, 81, 87, 85, 93, 88
 87, 83, 96, 87, 101, 91
 89, 79, 94, 85, 97, 93
 87, 81, 91, 85, 95, 87
 83, 81, 89, 85, 99, 88
 85, 83, 91, 87, 101, 90
 87, 81, 91, 85, 96, 95
 91, 81, 94, 85, 98, 89
 85, 83, 91, 87, 101, 91
 83, 81, 89, 85, 92, 95
 87, 81, 92, 85, 95, 87
 89, 81, 93, 85, 97, 88
 85, 81, 89, 87, 100, 90
 83, 81, 87, 85, 91, 95
 87, 81, 93, 85, 96, 89
 91, 81, 95, 85, 105, 88
 87, 85, 91, 88, 100, 91
 83, 81, 89, 85, 100, 95
 87, 81, 93, 85, 96, 87
 89, 81, 94, 85, 104, 88
 85, 83, 89, 87, 94, 97
 83, 81, 87, 85, 91, 88
 87, 81, 93, 85, 97, 88
 91, 81, 95, 85, 99, 89
 85, 83, 91, 87, 94, 98
 83, 81, 88, 85, 92, 88
 87, 79, 92, 85, 103, 88
 89, 81, 94, 85, 98, 89
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 99, 88
 87, 81, 92, 85, 97, 89
 91, 81, 95, 85, 105, 88
 87, 85, 91, 88, 95, 91
 85, 81, 89, 85, 97, 88
 87, 81, 92, 85, 103, 87
 89, 81, 93, 85, 105, 95
 85, 83, 91, 87, 101, 90
 83, 81, 88, 85, 99, 89
 91, 81, 95, 85, 98, 88
 87, 81, 92, 85, 96, 89
 85, 81, 89, 85, 92, 89
 87, 83, 91, 87, 101, 91
 89, 79, 94, 85, 98, 95
 87, 79, 91, 85, 95, 87
 83, 81, 87, 85, 97, 89
 87, 83, 90, 87, 105, 90
 91, 79, 95, 85, 99, 95
 89, 81, 92, 85, 103, 89
 83, 81, 87, 85, 93, 89
 87, 83, 89, 87, 93, 91
 89, 81, 94, 85, 98, 89
 87, 81, 93, 85, 102, 88
 83, 81, 87, 85, 91, 88
 85, 83, 89, 87, 93, 95
 87, 85, 91, 87, 95, 91
 83, 81, 89, 85, 99, 88
 87, 81, 91, 85, 96, 96
 91, 81, 95, 85, 99, 88
 85, 81, 89, 87, 94, 90
 83, 81, 87, 85, 97, 89
 87, 81, 99, 91, 114, 104
 89, 81, 95, 85, 111, 95
 87, 83, 91, 87, 95, 91
 83, 81, 89, 85, 102, 88
 87, 81, 93, 85, 102, 89
 91, 81, 94, 85, 99, 88
 85, 83, 91, 87, 93, 90
 83, 81, 87, 85, 97, 88
 87, 81, 92, 85, 96, 95
 89, 81, 94, 85, 103, 88
 83, 81, 89, 85, 98, 88
 87, 83, 91, 87, 95, 91
 91, 81, 95, 85, 99, 89
 87, 81, 91, 85, 95, 88
 83, 81, 87, 85, 91, 89
 85, 81, 91, 87, 94, 97
 89, 81, 93, 85, 98, 97
 87, 81, 92, 85, 95, 87
 83, 81, 89, 85, 100, 89
 87, 83, 91, 88, 95, 99
 90, 81, 95, 85, 99, 89
 87, 81, 93, 85, 103, 89
 83, 81, 87, 85, 99, 88
 85, 83, 90, 87, 94, 90
 89, 81, 94, 85, 98, 89
 87, 81, 92, 85, 96, 88
 89, 81, 93, 85, 98, 95
 87, 81, 91, 85, 96, 88
 83, 81, 87, 85, 97, 88
 85, 81, 89, 87, 93, 94
 91, 79, 94, 85, 99, 95
 87, 81, 92, 85, 96, 89
 83, 81, 89, 85, 99, 88
 87, 83, 91, 87, 95, 91
 91, 81, 94, 85, 97, 88
 87, 81, 92, 85, 103, 88
 83, 81, 87, 85, 97, 88
 87, 83, 91, 87, 94, 90
 91, 81, 95, 85, 100, 88
 87, 81, 91, 85, 101, 89
 83, 81, 89, 85, 93, 95
 87, 83, 91, 87, 94, 91
 87, 81, 91, 85, 95, 87
 89, 81, 93, 85, 99, 89
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 91, 88
 87, 81, 92, 85, 102, 89
 91, 81, 95, 85, 98, 89
 87, 83, 91, 87, 95, 91
 85, 81, 89, 85, 99, 87
 87, 81, 92, 85, 96, 87
 89, 81, 93, 85, 98, 88
 85, 83, 90, 87, 93, 91
 83, 81, 87, 85, 97, 89
 87, 81, 92, 85, 96, 95
 91, 81, 95, 85, 99, 88
 87, 83, 91, 88, 97, 136
 83, 81, 89, 85, 99, 88
 81, 79, 87, 85, 91, 88
 85, 83, 90, 87, 93, 90
 89, 81, 94, 85, 105, 88
 87, 81, 92, 85, 96, 95
 83, 79, 89, 85, 92, 89
 87, 83, 91, 87, 95, 91
 91, 79, 95, 85, 105, 89
 87, 81, 93, 85, 96, 95
 83, 81, 88, 85, 91, 88
 86, 83, 91, 87, 100, 90
 89, 81, 93, 85, 105, 93
 87, 81, 91, 85, 95, 87
 83, 81, 87, 85, 91, 89
 87, 83, 91, 87, 101, 91
 91, 81, 95, 85, 99, 95
 87, 81, 92, 85, 95, 89
 85, 83, 89, 87, 104, 90
 83, 81, 87, 85, 97, 88
 87, 81, 92, 85, 96, 88
 89, 81, 94, 85, 98, 88
 85, 83, 91, 87, 95, 91
 85, 81, 89, 85, 92, 88
 87, 81, 91, 85, 95, 89
 91, 81, 95, 85, 98, 88
 85, 83, 89, 87, 93, 90
 83, 81, 87, 85, 91, 88
 87, 81, 91, 85, 95, 87
 89, 81, 94, 85, 98, 88
 85, 83, 91, 87, 95, 97
 85, 81, 89, 85, 92, 89
 87, 81, 92, 85, 96, 89
 91, 81, 95, 85, 105, 88
 83, 81, 87, 85, 91, 88
 85, 83, 91, 87, 99, 90
 89, 81, 94, 85, 105, 88
 87, 81, 93, 85, 96, 88
