 clflush hit min, clflush miss min, clflush hit median, clflush miss median, clflush hit max, clflush miss max
 87, 79, 91, 83, 100, 86
 85, 81, 91, 85, 109, 108
 85, 77, 90, 83, 94, 249
 85, 79, 89, 83, 93, 87
 93, 83, 97, 87, 108, 91
 91, 85, 94, 89, 130, 99
 85, 79, 90, 83, 93, 93
 83, 79, 87, 83, 98, 86
 93, 83, 105, 87, 109, 91
 89, 85, 94, 89, 102, 99
 87, 79, 91, 83, 95, 87
 85, 79, 89, 83, 98, 86
 93, 83, 97, 87, 108, 91
 91, 85, 95, 89, 99, 99
 85, 79, 90, 81, 93, 85
 83, 79, 88, 83, 91, 85
 91, 83, 97, 87, 109, 91
 91, 85, 95, 89, 98, 99
 85, 79, 87, 85, 91, 87
 87, 79, 91, 83, 101, 87
 91, 87, 95, 89, 105, 94
 93, 83, 97, 87, 101, 97
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 93, 86
 89, 85, 93, 89, 97, 91
 93, 83, 97, 87, 100, 91
 85, 79, 89, 83, 93, 87
 87, 79, 91, 83, 94, 86
 91, 87, 95, 89, 99, 93
 92, 83, 97, 87, 100, 91
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 93, 86
 89, 83, 93, 89, 98, 91
 93, 83, 97, 87, 100, 91
 93, 83, 97, 87, 101, 91
 91, 87, 95, 89, 98, 93
 87, 79, 91, 83, 101, 86
 85, 81, 89, 84, 92, 87
 93, 83, 97, 87, 100, 91
 89, 85, 94, 89, 97, 91
 85, 79, 90, 83, 93, 87
 83, 79, 87, 83, 91, 86
 91, 83, 96, 87, 100, 91
 91, 87, 95, 89, 99, 93
 87, 77, 91, 83, 94, 87
 85, 79, 89, 84, 92, 87
 93, 83, 97, 87, 108, 91
 89, 85, 94, 89, 104, 92
 85, 79, 90, 83, 93, 87
 83, 79, 89, 83, 97, 87
 91, 87, 95, 89, 105, 93
 92, 83, 97, 87, 100, 99
 85, 79, 89, 83, 93, 87
 87, 79, 91, 83, 95, 86
 89, 83, 94, 89, 105, 91
 93, 83, 97, 87, 100, 97
 83, 79, 87, 83, 92, 86
 85, 79, 91, 83, 102, 87
 91, 85, 96, 89, 107, 93
 92, 83, 97, 87, 100, 97
 85, 79, 89, 83, 92, 87
 87, 79, 91, 83, 101, 86
 89, 83, 94, 89, 98, 99
 93, 85, 97, 87, 100, 91
 83, 79, 87, 83, 91, 87
 85, 79, 90, 83, 93, 86
 91, 85, 95, 89, 99, 93
 91, 85, 97, 87, 101, 91
 83, 81, 88, 83, 92, 87
 87, 79, 91, 83, 94, 86
 89, 85, 93, 89, 97, 92
 93, 83, 97, 87, 100, 91
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 95, 86
 91, 87, 95, 89, 107, 93
 91, 83, 97, 87, 102, 90
 85, 79, 89, 83, 99, 88
 87, 79, 92, 83, 107, 85
 89, 85, 94, 89, 104, 92
 93, 83, 97, 87, 109, 91
 83, 79, 87, 83, 91, 91
 85, 79, 90, 83, 94, 85
 91, 83, 97, 87, 101, 91
 91, 85, 95, 89, 99, 93
 87, 79, 91, 83, 94, 86
 85, 79, 89, 83, 92, 87
 92, 83, 97, 87, 101, 91
 89, 85, 94, 89, 97, 91
 85, 77, 90, 83, 93, 86
 83, 79, 89, 83, 97, 87
 93, 83, 97, 87, 108, 97
 91, 86, 95, 89, 98, 93
 87, 79, 91, 83, 94, 86
 83, 79, 89, 83, 92, 87
 91, 83, 97, 87, 101, 91
 89, 85, 94, 89, 97, 92
 85, 77, 89, 83, 101, 87
 83, 79, 87, 83, 91, 86
 83, 79, 89, 83, 92, 87
 87, 77, 91, 85, 103, 100
 89, 85, 95, 89, 105, 93
 93, 83, 97, 87, 100, 97
 85, 79, 89, 83, 93, 86
 87, 79, 91, 83, 101, 87
 89, 85, 95, 89, 98, 91
 93, 83, 97, 87, 101, 91
 85, 79, 89, 83, 93, 87
 87, 79, 91, 83, 101, 86
 91, 85, 93, 89, 98, 93
 92, 83, 97, 87, 100, 91
 83, 79, 87, 83, 91, 86
 85, 79, 90, 83, 101, 87
 89, 85, 93, 89, 97, 91
 93, 83, 97, 87, 100, 99
 87, 79, 91, 83, 99, 86
 83, 81, 88, 83, 93, 87
 91, 83, 96, 87, 100, 90
 91, 87, 95, 89, 100, 93
 85, 77, 90, 83, 93, 86
 83, 79, 87, 83, 91, 86
 93, 83, 97, 87, 100, 91
 89, 85, 93, 89, 97, 92
 87, 79, 91, 83, 95, 87
 85, 79, 88, 83, 92, 87
 93, 83, 97, 87, 100, 91
 91, 87, 94, 89, 99, 93
 85, 77, 90, 83, 94, 85
 83, 79, 87, 83, 91, 86
 91, 83, 97, 87, 101, 91
 89, 85, 93, 89, 97, 99
 91, 83, 96, 87, 101, 91
 89, 85, 95, 89, 99, 92
 85, 79, 91, 83, 94, 87
 83, 79, 87, 83, 91, 86
 92, 83, 97, 87, 101, 91
 91, 87, 95, 89, 105, 93
 85, 77, 91, 83, 95, 87
 85, 79, 89, 83, 93, 87
 93, 83, 97, 87, 101, 91
 89, 85, 94, 89, 97, 91
 85, 79, 89, 83, 93, 87
 83, 79, 95, 83, 111, 86
 91, 83, 97, 87, 109, 91
 91, 85, 95, 89, 98, 99
 87, 79, 91, 83, 94, 86
 85, 79, 89, 83, 99, 87
 90, 85, 94, 89, 106, 98
 93, 83, 97, 87, 100, 97
 83, 77, 94, 83, 99, 86
 86, 79, 95, 83, 101, 87
 89, 85, 95, 97, 107, 101
 91, 83, 97, 87, 107, 99
 83, 79, 88, 83, 92, 87
 87, 79, 91, 83, 101, 85
 90, 85, 95, 89, 103, 101
 93, 83, 98, 87, 109, 97
 83, 79, 87, 83, 91, 86
 85, 79, 90, 83, 101, 86
 91, 85, 95, 89, 107, 93
 93, 83, 97, 87, 100, 91
 85, 79, 89, 84, 93, 87
 87, 79, 91, 83, 95, 85
 85, 77, 89, 83, 93, 87
 83, 79, 87, 83, 91, 86
 92, 83, 97, 87, 101, 91
 89, 85, 94, 89, 97, 91
 87, 77, 91, 83, 95, 86
 85, 79, 89, 83, 92, 86
 93, 83, 97, 87, 101, 91
 91, 86, 95, 89, 99, 93
 85, 77, 90, 83, 93, 86
 83, 79, 87, 83, 91, 86
 92, 83, 97, 87, 101, 91
 89, 85, 94, 89, 98, 91
 87, 77, 91, 83, 94, 87
 85, 79, 89, 83, 92, 87
 91, 83, 97, 87, 101, 91
 91, 87, 95, 89, 98, 93
 83, 79, 88, 83, 98, 86
 85, 79, 90, 83, 93, 86
 89, 85, 93, 89, 98, 91
 92, 81, 96, 87, 100, 91
 85, 79, 89, 83, 93, 87
 87, 79, 91, 83, 94, 85
 89, 85, 95, 89, 99, 93
 93, 83, 97, 87, 100, 91
 83, 79, 87, 83, 91, 87
 85, 79, 90, 83, 93, 85
 89, 85, 94, 89, 97, 91
 92, 83, 97, 87, 101, 91
 83, 81, 89, 85, 92, 88
 87, 79, 91, 83, 94, 86
 89, 85, 94, 89, 98, 93
 91, 83, 96, 87, 100, 91
 85, 77, 90, 83, 101, 86
 83, 79, 87, 83, 91, 86
 93, 83, 97, 87, 101, 91
 89, 85, 93, 89, 97, 91
 87, 77, 91, 83, 94, 87
 85, 81, 89, 83, 92, 88
 93, 83, 97, 87, 101, 91
 91, 85, 95, 89, 99, 93
 85, 77, 90, 83, 94, 87
 83, 79, 87, 83, 91, 86
 93, 83, 97, 87, 101, 91
 89, 85, 93, 89, 98, 91
 87, 79, 91, 83, 95, 86
 83, 81, 89, 83, 92, 87
 92, 83, 97, 87, 101, 91
 90, 87, 94, 90, 98, 99
 83, 79, 87, 83, 91, 87
 85, 79, 90, 83, 99, 87
 89, 85, 93, 89, 105, 91
 93, 83, 97, 87, 101, 97
 85, 79, 89, 83, 92, 87
 87, 79, 91, 83, 100, 87
 89, 87, 95, 89, 99, 102
 93, 83, 97, 87, 101, 91
 83, 77, 89, 83, 99, 87
 85, 79, 90, 83, 100, 86
 89, 85, 93, 89, 98, 99
 92, 83, 97, 93, 109, 111
 85, 79, 89, 85, 92, 93
 87, 79, 94, 83, 103, 87
 91, 85, 95, 89, 98, 93
 93, 83, 97, 87, 100, 91
 93, 85, 97, 87, 108, 90
 89, 85, 94, 89, 97, 92
 85, 77, 89, 83, 93, 86
 83, 79, 87, 83, 91, 85
 93, 83, 97, 87, 107, 91
 91, 85, 95, 89, 99, 101
 85, 79, 90, 83, 94, 86
 83, 81, 89, 83, 93, 87
 91, 83, 96, 87, 100, 91
 89, 85, 94, 89, 98, 99
 85, 77, 90, 83, 94, 86
 83, 79, 87, 83, 97, 87
 92, 83, 97, 87, 101, 97
 91, 85, 95, 89, 98, 93
 87, 79, 91, 83, 101, 87
 85, 81, 89, 83, 101, 87
 89, 85, 95, 89, 99, 99
 91, 83, 96, 87, 100, 91
 83, 79, 87, 83, 91, 86
 85, 79, 91, 83, 94, 86
 89, 87, 95, 89, 105, 93
 93, 83, 97, 87, 108, 91
 85, 79, 89, 83, 99, 87
 87, 79, 91, 83, 94, 86
 89, 85, 93, 89, 98, 92
 93, 83, 97, 94, 109, 99
 83, 79, 89, 83, 101, 158
 85, 79, 97, 89, 177, 490
 97, 93, 103, 97, 188, 176
 93, 84, 99, 95, 190, 180
 85, 79, 89, 84, 101, 87
 87, 77, 90, 83, 101, 85
 85, 79, 89, 85, 93, 97
 87, 79, 91, 83, 95, 86
 89, 87, 95, 89, 105, 93
 93, 83, 97, 89, 113, 108
 87, 85, 95, 89, 109, 172
 93, 79, 97, 284, 302, 498
 89, 85, 95, 217, 389, 498
 91, 83, 99, 177, 409, 488
 83, 79, 89, 229, 393, 498
 87, 79, 91, 231, 460, 491
 91, 85, 95, 200, 420, 493
 92, 83, 99, 245, 488, 496
 83, 77, 88, 83, 164, 93
 85, 79, 95, 83, 116, 93
 89, 85, 93, 89, 105, 92
 93, 83, 97, 91, 101, 99
 87, 79, 92, 83, 103, 94
 85, 81, 89, 85, 99, 93
 92, 83, 97, 87, 114, 91
 91, 85, 95, 89, 105, 100
 85, 77, 91, 83, 101, 99
 83, 79, 87, 83, 91, 87
 93, 85, 99, 87, 109, 91
 89, 85, 94, 89, 110, 91
 87, 79, 91, 83, 95, 93
 83, 81, 88, 83, 92, 87
 92, 83, 97, 87, 106, 270
 91, 87, 97, 89, 144, 93
 85, 79, 90, 83, 101, 92
 83, 79, 87, 83, 99, 91
 91, 83, 96, 87, 101, 91
 89, 85, 94, 89, 104, 91
 91, 85, 95, 90, 99, 99
 93, 83, 97, 87, 107, 99
 85, 81, 94, 89, 99, 95
 87, 79, 91, 83, 101, 85
 89, 85, 94, 89, 105, 91
 92, 83, 97, 87, 100, 97
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 101, 85
 91, 87, 95, 90, 99, 93
 93, 85, 97, 87, 101, 90
 85, 79, 87, 83, 91, 87
 87, 79, 91, 83, 95, 86
 89, 85, 93, 89, 97, 91
 93, 83, 97, 87, 100, 90
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 93, 93
 91, 83, 96, 87, 100, 91
 91, 87, 95, 89, 106, 93
 85, 79, 91, 83, 101, 86
 85, 79, 89, 85, 93, 93
 93, 83, 97, 87, 101, 90
 89, 83, 93, 89, 105, 91
 85, 79, 89, 83, 93, 93
 83, 79, 87, 83, 91, 93
 93, 83, 101, 87, 110, 91
 91, 85, 95, 89, 107, 93
 87, 79, 91, 83, 95, 93
 85, 79, 89, 83, 93, 87
 93, 83, 97, 87, 101, 90
 90, 85, 94, 89, 105, 93
 85, 77, 89, 83, 93, 87
 83, 79, 87, 83, 91, 87
 93, 83, 97, 87, 109, 90
 91, 85, 95, 89, 105, 99
 87, 79, 91, 83, 94, 86
 85, 79, 89, 83, 93, 87
 93, 83, 97, 87, 102, 91
 89, 85, 93, 89, 97, 91
 85, 79, 90, 83, 93, 86
 83, 79, 87, 83, 91, 87
 93, 83, 97, 87, 101, 91
 91, 85, 95, 89, 98, 99
 87, 77, 91, 83, 102, 86
 85, 81, 89, 83, 99, 87
 91, 83, 95, 87, 100, 97
 89, 85, 94, 89, 98, 91
 85, 79, 91, 83, 100, 86
 83, 79, 89, 83, 92, 93
 89, 85, 94, 90, 99, 93
 93, 83, 97, 87, 100, 91
 85, 81, 89, 84, 99, 87
 87, 79, 91, 83, 95, 92
 89, 85, 94, 89, 97, 91
 93, 83, 97, 87, 107, 91
 83, 77, 87, 83, 97, 86
 85, 79, 89, 83, 94, 93
 91, 85, 95, 91, 105, 100
 92, 83, 97, 87, 107, 91
 85, 79, 89, 84, 99, 88
 87, 79, 91, 83, 95, 91
 89, 85, 93, 89, 97, 92
 93, 83, 97, 87, 108, 90
 83, 79, 87, 83, 92, 87
 85, 79, 89, 83, 93, 86
 87, 79, 91, 83, 94, 86
 85, 79, 89, 83, 92, 87
 92, 83, 96, 87, 100, 91
 91, 85, 95, 89, 99, 93
 85, 79, 89, 83, 93, 86
 83, 79, 89, 83, 99, 87
 91, 83, 95, 87, 100, 91
 89, 85, 94, 89, 105, 91
 87, 79, 91, 83, 94, 86
 83, 79, 89, 83, 92, 87
 91, 83, 97, 87, 101, 91
 91, 85, 95, 89, 98, 93
 85, 79, 91, 83, 101, 86
 83, 79, 89, 83, 92, 86
 93, 83, 97, 87, 108, 91
 89, 85, 93, 89, 97, 92
 85, 79, 89, 84, 93, 87
 85, 79, 91, 83, 94, 85
 89, 87, 95, 89, 98, 93
 92, 83, 96, 87, 101, 97
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 93, 85
 89, 85, 93, 89, 97, 91
 91, 83, 96, 87, 100, 91
 85, 79, 89, 83, 92, 87
 87, 79, 91, 83, 101, 86
 91, 85, 95, 89, 98, 93
 91, 83, 96, 87, 100, 91
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 93, 95
 89, 85, 94, 89, 97, 92
 91, 83, 97, 87, 108, 90
 89, 83, 94, 89, 104, 92
 93, 83, 97, 87, 100, 97
 83, 79, 87, 83, 92, 86
 85, 79, 90, 83, 99, 86
 91, 87, 95, 89, 106, 93
 91, 83, 96, 87, 101, 97
 85, 79, 89, 84, 92, 87
 87, 79, 91, 83, 101, 85
 89, 85, 93, 89, 97, 99
 93, 85, 97, 87, 101, 91
 83, 79, 87, 83, 97, 86
 85, 79, 90, 83, 99, 87
 91, 85, 95, 89, 99, 101
 91, 83, 97, 87, 100, 91
 85, 79, 89, 83, 99, 87
 87, 79, 91, 83, 101, 92
 92, 83, 97, 87, 109, 97
 89, 85, 95, 89, 99, 92
 85, 79, 91, 83, 100, 86
 83, 79, 87, 83, 97, 91
 91, 83, 96, 87, 100, 91
 91, 87, 95, 89, 99, 93
 87, 87, 96, 89, 109, 99
 85, 81, 89, 84, 99, 93
 91, 83, 96, 87, 100, 91
 91, 85, 95, 89, 97, 92
 85, 77, 90, 83, 101, 86
 83, 79, 88, 83, 99, 97
 91, 85, 97, 95, 108, 99
 91, 93, 102, 97, 106, 101
 87, 79, 91, 83, 101, 86
 85, 79, 89, 83, 99, 87
 83, 77, 88, 83, 99, 93
 85, 79, 89, 83, 93, 86
 89, 85, 93, 89, 105, 91
 91, 83, 97, 87, 107, 91
 83, 79, 88, 83, 92, 87
 87, 79, 91, 83, 93, 85
 91, 85, 95, 89, 105, 93
 91, 83, 96, 87, 100, 97
 83, 79, 88, 83, 91, 86
 85, 79, 91, 83, 101, 87
 89, 83, 95, 89, 105, 91
 91, 83, 96, 87, 101, 91
 83, 79, 89, 83, 93, 88
 87, 79, 91, 83, 95, 86
 91, 85, 95, 89, 100, 93
 93, 83, 97, 87, 101, 91
 85, 79, 91, 83, 93, 86
 83, 79, 87, 83, 91, 87
 93, 83, 97, 87, 101, 91
 89, 85, 93, 89, 98, 91
 85, 79, 90, 83, 95, 86
 85, 81, 89, 85, 93, 94
 91, 83, 97, 87, 101, 91
 91, 87, 95, 89, 99, 93
 85, 77, 89, 83, 93, 86
 83, 79, 87, 83, 91, 87
 93, 83, 97, 87, 108, 91
 89, 85, 93, 89, 98, 91
 85, 79, 91, 83, 94, 91
 85, 79, 89, 83, 93, 87
 93, 83, 97, 87, 105, 91
 91, 85, 95, 89, 99, 95
 89, 85, 93, 89, 97, 92
 92, 83, 97, 87, 111, 91
 83, 77, 87, 83, 99, 86
 85, 79, 89, 83, 93, 91
 91, 85, 95, 89, 99, 94
 92, 83, 97, 87, 100, 91
 85, 79, 89, 84, 92, 93
 85, 79, 90, 83, 94, 87
 89, 83, 93, 89, 97, 91
 91, 83, 97, 87, 107, 90
 83, 79, 87, 83, 93, 86
 85, 79, 89, 83, 93, 87
 91, 85, 95, 89, 105, 93
 93, 83, 97, 87, 101, 90
 85, 79, 89, 84, 92, 87
 87, 79, 91, 83, 95, 87
 91, 83, 96, 87, 100, 90
 89, 85, 93, 89, 97, 92
 85, 79, 89, 83, 93, 86
 83, 79, 87, 83, 97, 86
 91, 83, 97, 87, 101, 97
 91, 87, 95, 89, 107, 93
 86, 79, 91, 83, 94, 86
 85, 79, 89, 83, 99, 87
 93, 83, 97, 87, 102, 97
 89, 85, 94, 89, 98, 92
 85, 79, 90, 83, 100, 86
 83, 79, 87, 83, 99, 92
 91, 83, 96, 87, 100, 91
 91, 85, 95, 89, 99, 93
 87, 79, 91, 83, 101, 86
 85, 79, 89, 84, 93, 95
 83, 79, 89, 83, 91, 86
 85, 79, 91, 83, 101, 86
 89, 85, 94, 89, 105, 99
 93, 83, 97, 87, 108, 99
 85, 79, 89, 84, 93, 87
 87, 79, 91, 83, 102, 86
 91, 85, 95, 89, 105, 93
 93, 83, 97, 87, 100, 91
 83, 79, 87, 83, 91, 86
 85, 77, 90, 83, 99, 86
 89, 85, 93, 89, 97, 99
 93, 83, 97, 87, 100, 91
 85, 79, 89, 83, 97, 87
 87, 79, 91, 83, 94, 86
 91, 85, 95, 89, 99, 93
 93, 83, 97, 87, 100, 91
 85, 79, 89, 83, 93, 87
 83, 79, 87, 83, 92, 86
 93, 83, 97, 87, 101, 90
 89, 83, 95, 89, 105, 91
 87, 79, 91, 83, 94, 86
 83, 81, 89, 83, 92, 87
 93, 83, 97, 87, 102, 91
 91, 87, 95, 89, 99, 93
 85, 77, 91, 83, 94, 93
 83, 79, 87, 83, 91, 86
 92, 83, 97, 87, 110, 91
 89, 85, 93, 89, 105, 92
 87, 79, 91, 83, 95, 93
 85, 81, 89, 84, 92, 88
 92, 83, 97, 87, 114, 91
 91, 85, 95, 89, 98, 93
 93, 83, 97, 87, 101, 91
 91, 85, 95, 89, 99, 93
 85, 79, 91, 83, 101, 86
 85, 81, 89, 84, 99, 93
 91, 83, 95, 87, 100, 91
 89, 85, 95, 89, 107, 91
 85, 79, 91, 83, 94, 86
 83, 79, 89, 83, 92, 87
 91, 83, 97, 87, 101, 91
 91, 87, 95, 89, 99, 93
 87, 79, 91, 83, 95, 87
 85, 81, 89, 83, 93, 87
 92, 83, 97, 87, 101, 91
 89, 85, 95, 89, 98, 91
 85, 79, 89, 83, 93, 86
 83, 79, 89, 83, 93, 86
 91, 87, 95, 89, 99, 93
 93, 83, 97, 87, 101, 90
 85, 79, 89, 83, 93, 87
 87, 79, 91, 83, 96, 87
 89, 85, 95, 89, 98, 91
 91, 83, 96, 87, 100, 91
 85, 77, 89, 83, 93, 85
 86, 79, 91, 83, 95, 86
 91, 85, 95, 89, 99, 93
 93, 83, 97, 87, 101, 91
 83, 79, 89, 84, 92, 87
 87, 79, 91, 83, 95, 86
 89, 85, 93, 89, 97, 93
 93, 83, 97, 87, 107, 91
 83, 79, 87, 83, 99, 93
 85, 79, 90, 83, 93, 86
 85, 79, 91, 83, 94, 86
 85, 81, 89, 85, 99, 103
 93, 83, 97, 87, 109, 98
 91, 85, 95, 89, 99, 93
 85, 77, 89, 83, 93, 86
 83, 79, 88, 83, 99, 86
 92, 83, 97, 87, 102, 97
 89, 85, 94, 89, 101, 91
 87, 77, 91, 83, 101, 93
 85, 81, 93, 83, 100, 87
 91, 83, 97, 87, 101, 98
 91, 85, 95, 89, 106, 99
 85, 77, 90, 83, 93, 86
 83, 77, 87, 83, 98, 86
 93, 83, 97, 87, 101, 97
 89, 85, 94, 89, 97, 92
 85, 79, 89, 84, 93, 87
 87, 79, 91, 83, 101, 86
 89, 85, 94, 90, 98, 99
 93, 83, 97, 87, 100, 91
 83, 79, 87, 83, 98, 87
 85, 79, 90, 83, 100, 91
 89, 83, 93, 89, 97, 99
 93, 83, 97, 87, 108, 91
 85, 79, 89, 83, 99, 87
 87, 79, 91, 83, 100, 93
 91, 85, 95, 89, 99, 93
 93, 83, 96, 87, 100, 91
 83, 79, 87, 83, 91, 87
 85, 79, 91, 83, 101, 86
 89, 85, 94, 89, 98, 92
 93, 83, 97, 87, 100, 91
 85, 79, 89, 83, 93, 87
 87, 79, 91, 83, 95, 86
 91, 85, 95, 89, 99, 93
 93, 83, 97, 87, 101, 91
 83, 79, 87, 83, 92, 86
 85, 79, 89, 83, 93, 86
 89, 85, 93, 89, 98, 92
 93, 83, 97, 87, 100, 99
 83, 79, 89, 83, 93, 87
 87, 79, 91, 83, 101, 87
 91, 87, 95, 89, 106, 93
 93, 83, 97, 87, 100, 97
 83, 77, 87, 83, 91, 87
 87, 79, 91, 83, 99, 86
 89, 83, 93, 89, 104, 99
 93, 83, 97, 87, 100, 97
 87, 77, 91, 83, 95, 86
 83, 81, 90, 83, 99, 87
 93, 83, 97, 87, 101, 97
 91, 87, 95, 89, 98, 93
 85, 79, 90, 83, 101, 86
 83, 79, 87, 83, 97, 86
 91, 83, 97, 87, 101, 91
 89, 85, 93, 89, 97, 91
 87, 77, 91, 83, 102, 86
 85, 79, 91, 83, 101, 91
 92, 83, 97, 87, 101, 91
 91, 87, 94, 89, 98, 93
 85, 79, 91, 83, 101, 86
 83, 79, 87, 83, 91, 93
 91, 83, 96, 87, 101, 91
 89, 85, 94, 89, 105, 92
 90, 87, 95, 89, 106, 94
 91, 83, 96, 87, 100, 97
 85, 79, 89, 84, 92, 88
 87, 77, 91, 83, 101, 86
 89, 85, 94, 89, 104, 91
 91, 83, 97, 87, 101, 97
 83, 79, 87, 83, 91, 86
 85, 79, 89, 83, 99, 86
 91, 85, 95, 90, 99, 100
 93, 83, 97, 87, 100, 91
 85, 79, 89, 83, 97, 87
 87, 79, 91, 83, 99, 95
 89, 85, 95, 89, 98, 99
 93, 83, 97, 87, 107, 90
 83, 79, 88, 83, 99, 86
 85, 79, 90, 83, 99, 87
 93, 83, 97, 87, 101, 97
 91, 87, 95, 90, 99, 93
 87, 77, 91, 83, 100, 85
 85, 81, 89, 83, 97, 87
 93, 83, 97, 87, 101, 91
 89, 83, 93, 88, 97, 92
 85, 79, 90, 83, 99, 86
 83, 79, 87, 83, 91, 93
 93, 83, 97, 87, 101, 91
 91, 85, 95, 89, 105, 93
 87, 79, 91, 83, 100, 86
 85, 81, 89, 83, 93, 91
 93, 83, 97, 87, 108, 91
 89, 85, 95, 89, 105, 101
 93, 87, 97, 89, 102, 93
 90, 86, 95, 89, 99, 93
 92, 79, 97, 89, 101, 93
 83, 79, 87, 83, 97, 87
 93, 83, 97, 93, 109, 98
 89, 85, 93, 89, 97, 99
 87, 79, 91, 83, 95, 86
 85, 79, 89, 83, 99, 87
 93, 83, 97, 87, 108, 96
 91, 86, 95, 89, 99, 93
 85, 79, 91, 83, 93, 86
 83, 79, 89, 87, 98, 93
 95, 91, 105, 94, 109, 99
 97, 93, 101, 97, 106, 99
 94, 87, 99, 89, 102, 93
 91, 87, 96, 91, 99, 95
 93, 83, 99, 87, 109, 91
 91, 87, 95, 89, 107, 93
 83, 77, 87, 83, 91, 93
 85, 79, 90, 83, 93, 87
 89, 83, 93, 89, 105, 91
 93, 83, 97, 87, 108, 97
 85, 79, 89, 83, 99, 87
 87, 79, 91, 83, 94, 87
 91, 87, 95, 89, 107, 94
 93, 83, 97, 87, 101, 98
 83, 79, 87, 83, 92, 87
 85, 79, 91, 83, 101, 87
 91, 83, 94, 89, 105, 91
 92, 83, 96, 87, 100, 97
 85, 81, 89, 83, 93, 87
 87, 79, 91, 83, 101, 87
 91, 85, 95, 89, 98, 93
 91, 83, 97, 87, 100, 90
 93, 83, 97, 87, 101, 90
 89, 85, 93, 89, 105, 91
 85, 79, 89, 83, 93, 93
 85, 79, 88, 83, 91, 87
 93, 83, 97, 87, 107, 91
 91, 85, 95, 89, 105, 93
 87, 79, 91, 83, 95, 95
 85, 79, 88, 83, 92, 87
 92, 83, 97, 87, 107, 91
 89, 85, 93, 89, 97, 99
 85, 77, 95, 83, 111, 93
 83, 79, 87, 83, 91, 86
 93, 83, 97, 87, 108, 91
 91, 85, 95, 90, 99, 100
 87, 79, 91, 83, 95, 87
 85, 79, 89, 83, 99, 87
 89, 85, 94, 89, 105, 92
 93, 85, 99, 94, 109, 99
 83, 77, 87, 83, 91, 86
 85, 79, 90, 83, 93, 95
 89, 85, 95, 89, 106, 93
 93, 83, 97, 87, 101, 97
 85, 79, 89, 83, 93, 87
 87, 79, 91, 83, 95, 86
 89, 83, 95, 87, 105, 91
 93, 83, 97, 87, 100, 99
 83, 77, 87, 83, 92, 86
 85, 79, 89, 83, 99, 85
 91, 85, 95, 89, 105, 99
 93, 83, 97, 87, 100, 91
 85, 79, 89, 84, 99, 87
 87, 77, 91, 83, 100, 86
 91, 83, 97, 87, 100, 97
 89, 85, 93, 89, 97, 92
 85, 79, 90, 83, 101, 86
 83, 79, 87, 83, 97, 87
