 clflush hit min, clflush miss min, clflush hit median, clflush miss median, clflush hit max, clflush miss max
 85, 83, 89, 87, 99, 91
 95, 83, 98, 87, 102, 97
 91, 83, 95, 87, 100, 91
 87, 83, 92, 87, 95, 91
 85, 83, 89, 87, 94, 91
 93, 83, 97, 87, 102, 91
 91, 83, 95, 87, 99, 91
 87, 83, 91, 87, 103, 91
 85, 83, 89, 87, 99, 91
 85, 83, 91, 87, 94, 97
 85, 83, 89, 87, 93, 91
 93, 83, 97, 87, 101, 90
 91, 83, 95, 87, 99, 97
 87, 83, 91, 87, 96, 91
 85, 83, 91, 87, 99, 91
 93, 83, 97, 87, 108, 91
 91, 83, 96, 87, 100, 91
 87, 83, 91, 87, 94, 91
 83, 83, 89, 87, 93, 97
 93, 83, 98, 87, 102, 97
 91, 83, 95, 87, 107, 98
 87, 83, 91, 87, 95, 91
 85, 83, 90, 87, 101, 91
 93, 83, 98, 88, 102, 99
 91, 83, 97, 87, 112, 91
 83, 83, 89, 87, 92, 91
 87, 83, 91, 87, 95, 91
 89, 83, 94, 87, 98, 91
 94, 83, 98, 87, 101, 90
 85, 83, 89, 87, 94, 91
 87, 83, 92, 87, 103, 91
 91, 83, 95, 87, 99, 97
 93, 83, 97, 87, 102, 91
 83, 83, 89, 87, 97, 91
 87, 83, 91, 87, 101, 91
 91, 83, 95, 87, 98, 91
 93, 83, 97, 87, 101, 90
 85, 83, 89, 87, 93, 91
 87, 83, 92, 87, 96, 91
 91, 83, 96, 87, 99, 91
 93, 83, 97, 87, 103, 91
 93, 83, 97, 87, 101, 90
 90, 83, 95, 87, 99, 91
 85, 83, 91, 87, 101, 91
 85, 83, 89, 87, 97, 91
 93, 83, 97, 89, 101, 104
 91, 83, 97, 87, 114, 91
 87, 83, 93, 87, 103, 97
 85, 83, 91, 87, 328, 91
 93, 83, 98, 93, 109, 176
 91, 83, 97, 87, 191, 97
 85, 83, 91, 87, 95, 91
 85, 83, 89, 87, 99, 91
 93, 85, 98, 87, 109, 91
 91, 83, 95, 87, 100, 99
 87, 83, 92, 87, 96, 97
 85, 83, 91, 91, 101, 162
 91, 90, 103, 94, 107, 99
 101, 89, 105, 93, 111, 478
 85, 85, 97, 269, 458, 498
 87, 83, 93, 214, 397, 490
 91, 85, 98, 211, 430, 492
 93, 83, 99, 203, 364, 486
 85, 85, 91, 237, 492, 494
 87, 85, 93, 256, 387, 496
 91, 83, 96, 87, 397, 168
 93, 83, 99, 87, 119, 90
 83, 83, 89, 87, 99, 91
 87, 83, 91, 87, 95, 103
 91, 83, 95, 87, 99, 97
 93, 83, 98, 87, 103, 91
 85, 83, 90, 87, 99, 91
 87, 83, 92, 87, 96, 97
 93, 83, 98, 87, 101, 90
 91, 83, 95, 87, 107, 91
 86, 83, 91, 87, 101, 90
 85, 83, 89, 87, 93, 97
 93, 83, 97, 87, 102, 91
 91, 83, 96, 87, 105, 91
 87, 83, 91, 87, 103, 90
 85, 83, 89, 87, 93, 97
 93, 83, 97, 87, 102, 90
 91, 83, 95, 87, 107, 90
 87, 83, 91, 87, 101, 91
 85, 83, 89, 87, 102, 97
 93, 83, 97, 87, 101, 91
 91, 83, 97, 87, 107, 91
 87, 83, 92, 87, 102, 95
 85, 83, 89, 87, 94, 91
 91, 83, 95, 87, 99, 91
 93, 81, 98, 87, 109, 90
 85, 83, 89, 87, 99, 97
 87, 83, 90, 87, 95, 90
 91, 83, 96, 87, 106, 91
 93, 83, 97, 87, 109, 91
 85, 83, 89, 87, 93, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 105, 91
 93, 83, 97, 87, 109, 90
 83, 83, 88, 87, 91, 91
 85, 83, 89, 87, 93, 91
 91, 83, 97, 87, 107, 91
 93, 83, 97, 87, 102, 97
 87, 83, 91, 87, 93, 91
 87, 83, 91, 87, 103, 91
 87, 83, 91, 87, 95, 91
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 102, 90
 90, 83, 94, 87, 99, 91
 87, 83, 92, 87, 95, 90
 85, 83, 90, 87, 94, 91
 93, 83, 98, 87, 109, 91
 91, 83, 95, 87, 100, 97
 87, 83, 93, 87, 111, 97
 85, 83, 89, 87, 101, 91
 93, 83, 99, 87, 109, 90
 89, 81, 95, 87, 104, 91
 87, 83, 91, 87, 95, 91
 85, 83, 89, 87, 93, 91
 93, 85, 97, 87, 101, 91
 91, 83, 95, 87, 105, 91
 83, 83, 89, 87, 93, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 105, 91
 93, 83, 98, 87, 109, 91
 85, 83, 89, 87, 93, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 99, 91
 93, 85, 97, 87, 103, 91
 85, 83, 89, 87, 93, 91
 87, 83, 91, 87, 102, 91
 91, 83, 95, 87, 98, 91
 93, 83, 97, 87, 102, 89
 85, 83, 89, 87, 94, 90
 87, 83, 93, 87, 96, 91
 91, 83, 95, 87, 99, 91
 93, 83, 98, 87, 109, 91
 91, 85, 95, 87, 99, 91
 93, 83, 98, 87, 109, 91
 85, 83, 90, 87, 94, 97
 87, 83, 93, 87, 96, 91
 89, 83, 95, 87, 105, 91
 93, 83, 99, 87, 109, 91
 85, 81, 89, 87, 99, 97
 87, 83, 91, 87, 101, 91
 91, 83, 96, 87, 101, 91
 93, 83, 97, 87, 108, 97
 85, 83, 89, 87, 93, 97
 87, 83, 93, 93, 97, 99
 89, 83, 95, 87, 99, 91
 93, 81, 98, 86, 109, 90
 85, 83, 89, 87, 92, 97
 87, 83, 91, 89, 105, 105
 94, 85, 97, 87, 106, 91
 91, 83, 95, 87, 107, 91
 87, 83, 91, 87, 96, 97
 85, 89, 96, 94, 101, 97
 101, 89, 105, 93, 109, 97
 97, 90, 103, 94, 107, 97
 87, 83, 93, 87, 101, 91
 85, 83, 89, 87, 92, 97
 93, 85, 98, 87, 102, 91
 92, 83, 97, 87, 106, 91
 87, 83, 93, 87, 103, 91
 85, 83, 89, 87, 93, 97
 93, 83, 97, 87, 102, 90
 91, 83, 95, 87, 105, 91
 85, 83, 91, 87, 101, 91
 83, 83, 89, 87, 93, 99
 85, 83, 89, 87, 93, 90
 87, 83, 91, 87, 103, 91
 91, 83, 101, 87, 116, 91
 93, 83, 98, 87, 102, 97
 85, 83, 89, 87, 94, 91
 87, 83, 91, 87, 101, 91
 91, 83, 95, 87, 98, 97
 93, 83, 98, 87, 101, 90
 85, 83, 89, 87, 93, 91
 87, 83, 91, 87, 103, 91
 91, 83, 95, 87, 99, 97
 93, 85, 98, 87, 103, 91
 85, 83, 89, 87, 93, 91
 85, 83, 91, 87, 94, 91
 91, 83, 95, 87, 98, 91
 93, 81, 97, 87, 102, 90
 87, 83, 92, 87, 103, 91
 85, 83, 89, 87, 93, 91
 93, 83, 97, 87, 101, 91
 91, 83, 96, 87, 109, 97
 87, 83, 91, 87, 96, 91
 83, 83, 87, 87, 92, 91
 93, 83, 105, 87, 110, 90
 91, 83, 95, 87, 103, 91
 87, 83, 91, 87, 102, 91
 85, 83, 89, 87, 93, 97
 93, 85, 99, 87, 102, 91
 91, 83, 95, 87, 107, 91
 87, 83, 91, 87, 101, 91
 85, 83, 89, 87, 93, 99
 93, 83, 97, 87, 101, 90
 91, 83, 95, 87, 105, 97
 87, 83, 93, 87, 103, 90
 85, 83, 89, 87, 94, 97
 93, 85, 97, 87, 101, 91
 91, 83, 95, 87, 106, 91
 87, 83, 91, 87, 95, 97
 85, 83, 89, 87, 99, 91
 93, 83, 98, 87, 108, 91
 91, 83, 95, 87, 104, 91
 87, 83, 92, 87, 95, 97
 85, 83, 89, 87, 93, 91
 93, 85, 97, 87, 102, 91
 91, 83, 95, 87, 107, 90
 87, 83, 90, 87, 95, 97
 83, 83, 88, 87, 93, 91
 93, 83, 98, 87, 109, 89
 91, 83, 95, 87, 105, 91
 85, 83, 90, 87, 93, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 105, 97
 93, 83, 99, 87, 110, 97
 85, 83, 89, 87, 93, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 99, 91
 93, 81, 97, 87, 102, 90
 85, 83, 90, 87, 93, 91
 87, 83, 92, 87, 103, 91
 91, 83, 96, 87, 107, 91
 93, 83, 97, 87, 103, 91
 85, 83, 89, 87, 92, 91
 87, 83, 95, 87, 255, 99
 90, 83, 95, 87, 105, 91
 93, 83, 97, 87, 102, 97
 93, 85, 97, 87, 101, 91
 91, 83, 95, 87, 107, 91
 87, 83, 92, 87, 101, 91
 85, 83, 89, 87, 93, 97
 93, 83, 98, 87, 101, 89
 91, 83, 95, 87, 105, 91
 85, 83, 91, 87, 95, 97
 85, 83, 89, 87, 93, 91
 93, 83, 99, 87, 102, 91
 91, 83, 95, 87, 105, 91
 87, 83, 91, 87, 95, 97
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 109, 90
 91, 83, 95, 87, 107, 91
 87, 83, 91, 87, 94, 97
 85, 83, 89, 89, 102, 101
 91, 83, 95, 87, 99, 91
 93, 83, 98, 87, 109, 91
 85, 83, 90, 87, 101, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 99, 89
 93, 83, 98, 87, 109, 91
 85, 83, 89, 87, 93, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 107, 90
 93, 83, 98, 87, 109, 91
 85, 81, 89, 89, 93, 107
 89, 83, 95, 91, 110, 105
 91, 83, 95, 87, 98, 91
 93, 83, 99, 87, 111, 95
 83, 83, 89, 87, 97, 97
 87, 83, 91, 87, 94, 91
 85, 83, 89, 87, 93, 90
 87, 83, 91, 87, 101, 91
 91, 81, 95, 87, 98, 97
 93, 83, 98, 87, 101, 90
 85, 83, 89, 87, 99, 91
 87, 83, 92, 87, 102, 97
 91, 83, 95, 87, 100, 97
 93, 83, 97, 87, 102, 91
 85, 83, 89, 87, 99, 91
 85, 83, 91, 87, 101, 91
 91, 83, 95, 87, 98, 97
 93, 81, 97, 87, 102, 90
 85, 83, 93, 87, 101, 91
 87, 83, 92, 87, 103, 91
 91, 83, 95, 87, 99, 97
 93, 83, 97, 87, 102, 91
 87, 83, 91, 87, 101, 97
 83, 83, 89, 87, 99, 91
 93, 83, 98, 93, 102, 99
 89, 83, 94, 87, 98, 91
 87, 83, 91, 87, 103, 91
 85, 83, 89, 87, 93, 97
 93, 83, 97, 87, 106, 93
 91, 83, 96, 87, 107, 91
 87, 83, 91, 87, 95, 91
 83, 81, 89, 87, 93, 91
 93, 83, 97, 87, 101, 91
 91, 83, 95, 87, 98, 91
 87, 83, 92, 87, 96, 91
 85, 83, 89, 87, 93, 91
 93, 83, 97, 87, 101, 91
 91, 83, 95, 87, 100, 91
 89, 83, 94, 87, 98, 91
 93, 81, 97, 87, 102, 90
 85, 83, 89, 87, 99, 91
 87, 83, 91, 87, 94, 91
 91, 83, 95, 87, 99, 91
 93, 81, 97, 87, 108, 91
 85, 83, 90, 87, 93, 91
 87, 83, 92, 87, 95, 97
 89, 83, 94, 87, 98, 91
 93, 83, 97, 87, 102, 90
 85, 81, 89, 87, 93, 97
 86, 83, 91, 87, 95, 91
 91, 83, 96, 87, 107, 91
 93, 83, 98, 87, 109, 91
 85, 83, 90, 87, 93, 91
 87, 83, 91, 87, 96, 91
 93, 83, 98, 87, 109, 90
 91, 83, 95, 87, 99, 91
 87, 83, 91, 87, 94, 97
 83, 83, 89, 87, 92, 91
 93, 85, 97, 87, 102, 91
 91, 83, 95, 87, 99, 91
 87, 83, 92, 87, 95, 91
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 110, 90
 91, 83, 95, 87, 98, 91
 87, 83, 91, 87, 94, 91
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 102, 91
 91, 83, 95, 87, 101, 91
 87, 83, 93, 87, 103, 91
 85, 83, 90, 87, 100, 91
 85, 83, 89, 87, 93, 91
 87, 83, 91, 87, 94, 91
 89, 83, 95, 87, 98, 91
 93, 83, 97, 87, 101, 90
 85, 83, 89, 87, 93, 91
 87, 83, 92, 87, 95, 91
 91, 83, 95, 87, 100, 91
 93, 83, 97, 87, 102, 97
 83, 83, 89, 87, 93, 91
 87, 83, 91, 87, 94, 91
 90, 83, 95, 87, 99, 90
 93, 83, 97, 87, 102, 89
 85, 83, 90, 87, 94, 90
 87, 83, 92, 87, 95, 91
 91, 83, 95, 87, 100, 91
 93, 83, 98, 87, 103, 91
 86, 83, 91, 87, 95, 91
 83, 83, 89, 87, 93, 91
 93, 83, 98, 87, 102, 90
 91, 83, 95, 87, 99, 91
 87, 83, 92, 87, 96, 91
 85, 83, 89, 87, 94, 91
 93, 83, 97, 87, 102, 91
 91, 83, 95, 87, 99, 91
 87, 83, 91, 87, 95, 97
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 109, 90
 91, 83, 95, 87, 99, 91
 87, 83, 91, 87, 95, 97
 85, 83, 91, 87, 105, 97
 93, 83, 99, 87, 108, 91
 91, 83, 95, 87, 100, 97
 91, 83, 95, 87, 98, 91
 93, 83, 97, 87, 108, 90
 83, 83, 88, 87, 99, 90
 85, 83, 91, 87, 95, 97
 91, 83, 96, 87, 99, 91
 93, 83, 98, 87, 109, 91
 85, 83, 90, 87, 99, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 99, 91
 93, 83, 99, 87, 109, 90
 83, 83, 88, 87, 92, 91
 85, 83, 91, 87, 94, 91
 91, 83, 97, 87, 100, 91
 93, 83, 97, 87, 109, 91
 85, 83, 89, 87, 93, 97
 87, 83, 93, 87, 96, 91
 93, 83, 97, 87, 101, 90
 91, 83, 94, 87, 99, 91
 85, 83, 91, 87, 95, 91
 85, 83, 88, 87, 93, 91
 93, 85, 98, 87, 102, 91
 91, 83, 96, 87, 100, 91
 87, 83, 93, 87, 105, 97
 85, 83, 91, 87, 100, 91
 93, 83, 97, 87, 108, 97
 89, 83, 99, 89, 116, 97
 85, 83, 91, 87, 94, 90
 85, 83, 89, 87, 99, 97
 93, 83, 98, 87, 109, 91
 91, 83, 95, 87, 100, 97
 87, 83, 93, 87, 96, 90
 85, 83, 90, 87, 101, 91
 87, 83, 92, 87, 102, 90
 85, 83, 89, 87, 93, 97
 93, 83, 97, 87, 102, 91
 91, 83, 95, 87, 107, 91
 87, 83, 91, 87, 108, 101
 85, 83, 89, 87, 93, 90
 93, 83, 98, 87, 109, 89
 91, 83, 95, 87, 105, 91
 87, 83, 92, 87, 101, 97
 85, 83, 90, 87, 94, 91
 93, 83, 97, 87, 101, 91
 91, 83, 95, 87, 106, 91
 85, 81, 90, 87, 94, 97
 83, 83, 89, 87, 93, 91
 93, 83, 98, 87, 108, 90
 91, 83, 95, 87, 105, 91
 85, 83, 91, 87, 101, 97
 87, 83, 92, 87, 95, 91
 91, 83, 96, 87, 107, 91
 93, 85, 98, 87, 109, 91
 85, 83, 89, 87, 94, 97
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 105, 91
 93, 83, 97, 87, 108, 95
 85, 83, 90, 87, 93, 91
 87, 83, 92, 87, 96, 91
 91, 83, 96, 87, 107, 91
 93, 83, 98, 87, 109, 97
 85, 83, 89, 87, 93, 97
 87, 83, 91, 87, 95, 91
 89, 83, 95, 87, 106, 90
 93, 83, 97, 87, 102, 98
 93, 85, 98, 87, 104, 97
 91, 83, 97, 87, 112, 91
 87, 83, 91, 87, 102, 91
 85, 83, 89, 87, 93, 97
 93, 83, 98, 87, 102, 90
 91, 83, 95, 87, 99, 91
 85, 83, 91, 87, 95, 90
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 102, 91
 91, 83, 95, 87, 100, 90
 87, 83, 91, 87, 95, 91
 85, 83, 90, 87, 94, 91
 93, 83, 98, 87, 101, 90
 91, 83, 95, 87, 99, 91
 85, 83, 91, 87, 95, 91
 85, 83, 89, 87, 93, 91
 91, 83, 95, 87, 99, 91
 93, 83, 97, 87, 102, 91
 85, 83, 89, 87, 95, 91
 87, 83, 92, 87, 102, 91
 89, 83, 95, 87, 105, 91
 93, 83, 98, 87, 101, 97
 83, 83, 88, 87, 93, 91
 87, 83, 91, 87, 95, 91
 91, 83, 95, 87, 99, 90
 93, 83, 97, 87, 102, 91
 85, 83, 90, 87, 93, 91
 87, 83, 92, 87, 95, 91
 91, 83, 96, 87, 107, 97
 93, 83, 98, 87, 102, 91
 85, 83, 89, 87, 92, 91
 87, 83, 91, 87, 101, 91
 91, 83, 95, 87, 100, 97
 93, 83, 97, 87, 102, 91
 85, 83, 90, 87, 100, 91
 87, 83, 91, 87, 101, 91
 89, 83, 94, 87, 99, 97
 93, 83, 97, 87, 102, 91
 83, 83, 89, 87, 92, 91
 85, 83, 89, 87, 94, 97
 91, 83, 96, 87, 100, 91
 93, 83, 97, 87, 102, 91
 85, 83, 89, 87, 93, 91
 87, 83, 91, 87, 95, 91
 89, 83, 93, 87, 98, 91
 93, 83, 98, 87, 109, 91
 85, 83, 88, 87, 93, 91
 85, 83, 90, 89, 95, 99
 93, 83, 98, 87, 102, 91
 91, 83, 96, 87, 107, 91
 87, 83, 92, 87, 96, 97
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 102, 90
 91, 83, 95, 87, 99, 91
 85, 83, 91, 87, 94, 91
 83, 83, 88, 87, 92, 91
 93, 83, 98, 87, 102, 91
 91, 81, 95, 87, 100, 91
 87, 83, 91, 87, 95, 91
 85, 83, 89, 87, 94, 91
 93, 83, 97, 87, 108, 90
 91, 83, 95, 87, 100, 97
 87, 83, 91, 87, 95, 91
 83, 83, 89, 87, 99, 91
 85, 83, 91, 87, 94, 99
 87, 83, 92, 87, 96, 90
 91, 83, 96, 87, 107, 91
 93, 83, 97, 87, 108, 91
 83, 83, 89, 87, 93, 97
 86, 83, 91, 87, 95, 95
 91, 83, 95, 88, 107, 99
 93, 83, 98, 87, 109, 90
 85, 83, 89, 87, 94, 97
 87, 83, 91, 87, 95, 90
 91, 83, 96, 87, 100, 91
 93, 83, 97, 87, 101, 91
 83, 83, 89, 87, 93, 91
 85, 83, 91, 87, 95, 91
 91, 83, 95, 87, 99, 91
 93, 83, 98, 87, 102, 90
 87, 83, 91, 87, 95, 91
 85, 83, 89, 87, 93, 91
 93, 83, 97, 87, 102, 91
 91, 83, 95, 87, 100, 91
 85, 83, 89, 87, 94, 91
 83, 83, 89, 87, 99, 91
 93, 83, 97, 87, 101, 97
 89, 83, 95, 87, 99, 91
 87, 83, 92, 87, 101, 91
 85, 83, 89, 87, 93, 91
 93, 85, 97, 87, 102, 91
 91, 83, 95, 87, 107, 91
 86, 83, 91, 87, 95, 91
 85, 83, 89, 87, 93, 91
 93, 83, 98, 87, 109, 90
 91, 83, 95, 87, 105, 91
 93, 83, 98, 87, 101, 97
 91, 83, 95, 87, 99, 91
 85, 83, 91, 88, 95, 105
 83, 83, 91, 87, 113, 91
 93, 83, 97, 87, 102, 97
 91, 83, 95, 93, 100, 270
 87, 83, 92, 87, 95, 91
 85, 83, 91, 87, 110, 91
 93, 83, 98, 87, 102, 97
 91, 83, 95, 87, 99, 91
 85, 83, 89, 87, 93, 91
 83, 83, 89, 87, 99, 91
 93, 83, 97, 87, 101, 97
 91, 83, 96, 87, 100, 91
 87, 83, 93, 87, 103, 91
 85, 83, 89, 87, 100, 91
 90, 83, 95, 87, 98, 97
 93, 83, 98, 87, 101, 90
 85, 83, 89, 87, 99, 91
 87, 83, 89, 87, 101, 95
 91, 83, 96, 87, 107, 91
 93, 83, 97, 87, 102, 91
 85, 83, 89, 87, 93, 91
 87, 83, 92, 87, 95, 91
 91, 83, 95, 87, 99, 104
 93, 81, 101, 89, 114, 101
 85, 83, 89, 87, 99, 91
 87, 83, 91, 87, 102, 95
 91, 83, 94, 87, 99, 97
 93, 83, 97, 87, 102, 91
 85, 83, 91, 87, 100, 91
 87, 83, 91, 87, 96, 97
 85, 83, 90, 87, 95, 91
 83, 83, 87, 87, 92, 91
 93, 83, 97, 87, 109, 90
 89, 83, 94, 87, 99, 97
 87, 83, 93, 87, 97, 249
 85, 83, 90, 87, 101, 91
 93, 83, 97, 87, 109, 97
 91, 83, 96, 87, 100, 98
 85, 83, 91, 87, 95, 91
 85, 83, 89, 87, 99, 91
 93, 83, 99, 87, 120, 91
 91, 83, 95, 87, 105, 97
 87, 83, 92, 87, 95, 91
 85, 83, 90, 87, 94, 91
 93, 85, 97, 87, 101, 91
 91, 83, 95, 87, 100, 91
 85, 83, 89, 87, 93, 91
 87, 83, 91, 87, 94, 91
 91, 83, 95, 87, 99, 91
 93, 83, 97, 87, 101, 90
 85, 83, 89, 87, 93, 91
 87, 83, 92, 87, 95, 91
 91, 83, 95, 87, 99, 91
 93, 83, 99, 87, 102, 91
 85, 83, 89, 87, 98, 91
 87, 83, 91, 87, 95, 97
 91, 83, 95, 87, 98, 91
 93, 83, 98, 87, 109, 90
 85, 83, 90, 87, 101, 91
 87, 83, 92, 87, 96, 97
 91, 83, 95, 87, 100, 91
 93, 83, 99, 87, 109, 91
 87, 83, 91, 87, 101, 95
 85, 83, 89, 89, 93, 97
 93, 83, 98, 87, 101, 90
 91, 83, 95, 87, 105, 91
