 clflush hit min, clflush miss min, clflush hit median, clflush miss median, clflush hit max, clflush miss max
 87, 83, 93, 87, 97, 96
 85, 83, 89, 87, 93, 95
 87, 85, 92, 89, 95, 92
 89, 83, 99, 87, 105, 95
 93, 83, 96, 87, 100, 97
 87, 85, 91, 89, 96, 92
 85, 83, 91, 86, 101, 89
 89, 83, 93, 85, 105, 89
 91, 82, 95, 87, 99, 96
 87, 85, 91, 89, 95, 91
 83, 83, 89, 86, 98, 89
 89, 83, 93, 87, 105, 95
 91, 83, 95, 86, 100, 95
 87, 85, 93, 89, 96, 91
 85, 83, 90, 86, 99, 89
 89, 81, 93, 86, 97, 95
 91, 81, 95, 87, 99, 89
 87, 83, 92, 89, 96, 91
 85, 83, 89, 85, 99, 89
 85, 83, 89, 87, 93, 90
 87, 85, 93, 89, 96, 92
 92, 81, 96, 86, 100, 89
 89, 83, 93, 87, 97, 90
 83, 83, 88, 87, 93, 89
 87, 85, 91, 89, 101, 91
 91, 83, 95, 86, 105, 90
 89, 83, 93, 85, 97, 89
 85, 83, 89, 87, 93, 89
 87, 85, 93, 89, 101, 92
 91, 81, 95, 87, 100, 95
 89, 83, 93, 87, 97, 90
 83, 83, 88, 85, 92, 89
 87, 83, 91, 89, 95, 92
 91, 83, 95, 86, 99, 89
 89, 81, 93, 85, 97, 88
 89, 85, 93, 89, 103, 93
 85, 83, 91, 87, 93, 89
 89, 83, 93, 87, 97, 90
 93, 83, 97, 86, 107, 89
 87, 85, 91, 89, 95, 91
 85, 83, 89, 87, 93, 97
 89, 81, 93, 85, 97, 89
 91, 83, 95, 86, 98, 90
 89, 85, 93, 89, 103, 92
 85, 81, 89, 86, 94, 89
 89, 83, 93, 87, 97, 90
 91, 81, 97, 85, 107, 89
 87, 83, 91, 89, 95, 99
 85, 83, 89, 86, 97, 90
 89, 83, 93, 85, 97, 89
 91, 81, 95, 87, 103, 97
 87, 85, 93, 89, 103, 99
 85, 81, 91, 89, 109, 247
 89, 83, 93, 87, 97, 90
 91, 83, 95, 86, 259, 89
 87, 85, 91, 89, 101, 99
 83, 83, 88, 87, 93, 90
 89, 81, 93, 85, 105, 88
 91, 83, 95, 85, 107, 89
 87, 85, 93, 89, 95, 99
 85, 83, 91, 86, 103, 89
 89, 81, 94, 87, 105, 90
 91, 83, 97, 86, 107, 89
 87, 85, 91, 89, 95, 99
 85, 81, 89, 86, 93, 89
 89, 81, 93, 85, 105, 89
 91, 83, 95, 87, 107, 89
 85, 85, 89, 93, 99, 101
 88, 85, 92, 89, 96, 92
 91, 83, 97, 87, 107, 97
 89, 83, 93, 87, 104, 95
 85, 83, 89, 86, 93, 95
 87, 83, 91, 89, 95, 91
 91, 83, 95, 85, 106, 89
 89, 83, 94, 85, 97, 97
 85, 83, 90, 86, 94, 90
 87, 85, 93, 89, 103, 93
 93, 83, 97, 86, 100, 89
 89, 81, 93, 87, 97, 96
 85, 83, 89, 87, 93, 90
 87, 85, 91, 89, 95, 92
 91, 81, 95, 86, 107, 89
 89, 82, 93, 85, 97, 89
 89, 83, 93, 87, 104, 97
 91, 83, 97, 87, 112, 89
 87, 85, 93, 89, 103, 99
 85, 81, 90, 87, 101, 91
 89, 81, 94, 87, 174, 97
 91, 83, 95, 85, 105, 89
 87, 83, 91, 89, 95, 99
 83, 82, 88, 86, 92, 89
 89, 83, 93, 87, 97, 95
 91, 81, 96, 85, 107, 89
 87, 85, 93, 89, 96, 101
 85, 83, 89, 87, 93, 89
 89, 83, 93, 85, 105, 89
 91, 83, 95, 86, 257, 90
 87, 85, 92, 89, 95, 91
 83, 81, 89, 85, 99, 89
 93, 83, 97, 86, 100, 89
 89, 83, 94, 87, 120, 89
 85, 81, 90, 86, 101, 97
 89, 85, 93, 89, 97, 92
 91, 83, 95, 87, 105, 89
 89, 83, 93, 85, 105, 89
 83, 83, 87, 85, 92, 97
 86, 85, 91, 89, 95, 92
 91, 81, 97, 87, 108, 89
 89, 83, 94, 87, 103, 96
 85, 83, 89, 86, 93, 89
 89, 85, 93, 89, 96, 91
 91, 81, 95, 87, 99, 89
 89, 81, 93, 85, 96, 89
 83, 83, 88, 85, 93, 107
 87, 83, 91, 87, 101, 91
 85, 83, 89, 87, 93, 91
 87, 85, 92, 89, 95, 91
 91, 83, 95, 87, 105, 89
 89, 81, 93, 87, 104, 96
 85, 83, 90, 87, 93, 89
 87, 85, 91, 89, 97, 93
 93, 83, 97, 86, 101, 89
 89, 83, 93, 87, 107, 91
 85, 83, 89, 86, 93, 95
 87, 85, 91, 89, 95, 91
 91, 83, 95, 86, 105, 89
 88, 83, 93, 87, 97, 96
 85, 81, 89, 86, 93, 89
 88, 85, 93, 89, 103, 92
 92, 81, 97, 86, 107, 89
 89, 83, 95, 87, 104, 97
 87, 85, 91, 89, 95, 91
 85, 83, 89, 85, 99, 89
 89, 83, 93, 85, 103, 89
 91, 83, 95, 87, 99, 96
 87, 85, 93, 89, 95, 97
 85, 83, 89, 86, 99, 89
 89, 83, 93, 87, 97, 97
 92, 81, 97, 85, 101, 89
 87, 83, 91, 88, 94, 91
 85, 83, 89, 86, 99, 90
 89, 83, 93, 86, 98, 95
 91, 81, 95, 86, 99, 89
 89, 85, 93, 89, 103, 93
 85, 83, 90, 86, 101, 90
 89, 83, 93, 87, 97, 90
 92, 83, 97, 86, 100, 89
 91, 83, 97, 86, 107, 89
 89, 81, 93, 86, 97, 95
 83, 83, 88, 86, 92, 89
 87, 85, 92, 89, 102, 91
 93, 81, 97, 87, 107, 89
 89, 81, 93, 87, 97, 91
 85, 83, 89, 87, 93, 89
 87, 85, 93, 89, 96, 91
 91, 81, 95, 87, 99, 89
 89, 81, 93, 85, 97, 90
 85, 83, 89, 87, 92, 89
 87, 83, 91, 87, 101, 91
 91, 83, 95, 86, 101, 89
 89, 81, 93, 87, 97, 90
 85, 83, 89, 86, 93, 89
 87, 85, 91, 89, 96, 99
 89, 81, 93, 86, 98, 89
 91, 83, 95, 87, 99, 89
 87, 83, 91, 87, 95, 91
 85, 83, 89, 87, 93, 89
 89, 83, 93, 87, 97, 91
 93, 83, 97, 86, 100, 90
 87, 85, 92, 89, 95, 93
 85, 83, 91, 86, 93, 89
 89, 83, 93, 85, 98, 89
 91, 83, 95, 86, 98, 90
 87, 85, 92, 89, 95, 91
 83, 83, 89, 87, 99, 89
 89, 83, 93, 87, 97, 90
 92, 83, 97, 86, 100, 89
 87, 85, 91, 89, 95, 93
 85, 83, 90, 87, 94, 89
 91, 83, 95, 87, 100, 89
 89, 81, 94, 85, 97, 96
 85, 83, 89, 86, 93, 90
 87, 85, 91, 89, 95, 92
 93, 83, 97, 86, 101, 89
 89, 81, 93, 86, 97, 90
 85, 83, 89, 86, 95, 90
 87, 85, 93, 89, 96, 99
 91, 83, 95, 87, 99, 89
 89, 81, 93, 86, 105, 95
 85, 81, 89, 86, 93, 90
 87, 85, 91, 89, 95, 92
 93, 81, 97, 86, 101, 89
 89, 83, 93, 87, 97, 90
 85, 81, 90, 86, 93, 89
 87, 85, 91, 89, 96, 93
 89, 81, 93, 87, 97, 89
 91, 83, 95, 85, 99, 89
 87, 85, 91, 89, 95, 91
 85, 81, 89, 85, 93, 89
 89, 83, 93, 87, 105, 90
 92, 81, 95, 85, 100, 97
 88, 85, 93, 89, 97, 93
 85, 83, 91, 86, 99, 89
 89, 83, 93, 86, 105, 95
 91, 83, 95, 86, 99, 90
 87, 83, 91, 89, 95, 91
 85, 83, 96, 87, 122, 109
 89, 83, 93, 87, 107, 90
 93, 83, 97, 87, 100, 99
 87, 85, 93, 89, 95, 93
 85, 83, 89, 86, 101, 89
 85, 83, 89, 87, 99, 95
 87, 83, 91, 89, 95, 91
 91, 83, 95, 86, 100, 89
 89, 83, 93, 85, 103, 89
 85, 83, 89, 86, 93, 95
 87, 85, 91, 89, 95, 92
 93, 81, 97, 86, 107, 90
 89, 83, 93, 87, 103, 90
 85, 83, 89, 85, 93, 97
 87, 85, 91, 89, 95, 91
 91, 83, 96, 87, 100, 89
 89, 83, 94, 86, 105, 95
 85, 83, 89, 85, 93, 90
 87, 85, 93, 89, 97, 91
 92, 81, 97, 87, 107, 90
 87, 83, 93, 87, 98, 97
 87, 85, 91, 89, 95, 91
 85, 83, 90, 91, 103, 109
 89, 81, 93, 85, 104, 89
 91, 81, 95, 87, 107, 90
 87, 85, 93, 89, 96, 101
 85, 83, 89, 86, 94, 89
 89, 83, 93, 87, 105, 90
 91, 83, 95, 86, 100, 97
 87, 85, 91, 89, 95, 91
 85, 81, 89, 85, 93, 89
 89, 81, 93, 85, 103, 89
 91, 83, 95, 87, 107, 97
 88, 85, 93, 89, 95, 100
 85, 81, 89, 86, 93, 95
 89, 83, 97, 87, 105, 97
 91, 83, 95, 87, 100, 95
 89, 83, 93, 87, 97, 90
 91, 81, 96, 85, 100, 89
 88, 85, 93, 89, 103, 91
 85, 83, 89, 87, 93, 109
 89, 81, 93, 85, 97, 89
 91, 83, 95, 86, 105, 89
 87, 85, 91, 89, 101, 91
 83, 81, 89, 87, 93, 95
 89, 83, 93, 87, 97, 90
 91, 83, 96, 86, 100, 89
 87, 85, 91, 89, 95, 93
 85, 81, 89, 86, 93, 89
 89, 81, 93, 85, 104, 89
 91, 83, 95, 86, 105, 90
 87, 83, 92, 89, 101, 100
 83, 81, 89, 86, 93, 89
 93, 83, 97, 86, 101, 90
 87, 83, 93, 87, 98, 90
 85, 81, 90, 86, 112, 95
 89, 85, 93, 89, 96, 92
 91, 83, 95, 85, 105, 89
 89, 83, 93, 86, 97, 95
 85, 81, 89, 85, 93, 88
 87, 85, 91, 89, 103, 91
 93, 83, 96, 86, 107, 90
 89, 81, 93, 87, 98, 97
 85, 83, 89, 87, 93, 89
 87, 85, 93, 89, 103, 92
 91, 83, 95, 86, 107, 90
 89, 83, 93, 85, 97, 95
 85, 81, 89, 86, 93, 89
 87, 83, 91, 89, 96, 91
 88, 85, 93, 89, 96, 93
 85, 81, 89, 85, 93, 88
 89, 83, 95, 87, 104, 90
 93, 83, 97, 86, 107, 89
 87, 85, 91, 89, 95, 91
 85, 83, 91, 85, 101, 88
 89, 81, 94, 85, 103, 89
 91, 83, 95, 86, 105, 89
 89, 85, 93, 89, 96, 99
 85, 83, 89, 86, 93, 89
 89, 83, 93, 87, 97, 90
 92, 83, 96, 86, 101, 90
 87, 85, 91, 89, 94, 91
 85, 83, 89, 86, 93, 89
 89, 81, 93, 85, 103, 89
 91, 83, 95, 86, 99, 89
 85, 83, 89, 85, 94, 88
 87, 85, 91, 89, 103, 92
 92, 81, 97, 85, 107, 95
 87, 83, 93, 87, 97, 97
 85, 81, 89, 86, 93, 90
 87, 85, 91, 89, 95, 91
 91, 83, 95, 86, 99, 95
 89, 81, 93, 85, 97, 90
 85, 83, 90, 87, 99, 89
 87, 85, 93, 89, 103, 92
 93, 83, 97, 86, 100, 97
 89, 83, 93, 87, 98, 90
 85, 81, 89, 86, 99, 89
 87, 83, 91, 89, 102, 97
 91, 83, 95, 87, 99, 97
 89, 83, 93, 85, 97, 89
 85, 81, 89, 87, 99, 89
 87, 85, 93, 89, 97, 99
 91, 83, 97, 86, 99, 90
 89, 83, 93, 87, 104, 90
 85, 81, 89, 86, 99, 89
 87, 85, 91, 89, 95, 99
 91, 83, 95, 87, 99, 89
 89, 83, 93, 85, 103, 89
 85, 83, 91, 91, 101, 97
 87, 85, 92, 89, 103, 92
 91, 83, 97, 87, 101, 97
 89, 83, 93, 87, 97, 90
 85, 83, 89, 87, 99, 96
 87, 83, 91, 88, 103, 97
 91, 81, 95, 85, 99, 97
 89, 81, 93, 85, 97, 89
 88, 85, 93, 89, 102, 92
 85, 81, 89, 87, 94, 97
 89, 83, 94, 87, 105, 97
 91, 83, 96, 86, 100, 89
 87, 83, 91, 87, 101, 91
 85, 83, 89, 86, 93, 89
 89, 81, 93, 85, 97, 89
 91, 83, 95, 86, 99, 89
 89, 85, 93, 89, 96, 93
 85, 81, 89, 86, 93, 90
 89, 83, 93, 87, 98, 90
 91, 83, 97, 85, 100, 93
 87, 83, 91, 89, 95, 99
 85, 83, 89, 86, 93, 89
 89, 81, 93, 85, 98, 89
 91, 83, 95, 87, 99, 97
 93, 83, 97, 87, 101, 89
 89, 81, 93, 87, 97, 90
 85, 83, 90, 87, 94, 89
 88, 85, 93, 95, 96, 108
 91, 83, 95, 86, 281, 89
 89, 81, 93, 85, 97, 89
 83, 83, 89, 87, 99, 89
 87, 83, 91, 88, 95, 99
 92, 83, 97, 86, 100, 90
 89, 81, 93, 87, 105, 90
 85, 83, 90, 86, 101, 89
 87, 85, 91, 89, 95, 99
 91, 83, 96, 87, 107, 89
 89, 81, 93, 86, 103, 88
 83, 83, 89, 86, 101, 95
 87, 85, 91, 89, 95, 91
 89, 83, 93, 87, 97, 89
 92, 81, 97, 86, 108, 95
 87, 85, 91, 89, 95, 99
 85, 81, 89, 85, 94, 89
 89, 81, 94, 86, 105, 89
 91, 83, 95, 86, 107, 89
 87, 83, 91, 89, 95, 98
 85, 83, 89, 86, 93, 89
 89, 83, 93, 87, 97, 90
 91, 83, 96, 86, 106, 89
 89, 85, 93, 89, 95, 99
 85, 83, 89, 85, 93, 89
 89, 81, 94, 85, 105, 88
 91, 83, 95, 86, 107, 89
 87, 85, 91, 89, 94, 91
 83, 83, 89, 86, 93, 89
 87, 85, 91, 89, 103, 91
 85, 83, 89, 87, 93, 97
 89, 81, 93, 85, 97, 89
 89, 83, 95, 86, 99, 89
 87, 85, 93, 89, 103, 93
 85, 83, 89, 93, 93, 97
 89, 83, 93, 87, 98, 90
 92, 83, 97, 86, 107, 96
 87, 85, 91, 89, 101, 91
 85, 83, 89, 85, 93, 89
 89, 83, 93, 85, 97, 89
 91, 83, 95, 85, 107, 89
 89, 85, 93, 89, 97, 99
 85, 83, 89, 85, 93, 88
 89, 83, 93, 87, 97, 90
 91, 83, 96, 86, 107, 89
 83, 83, 89, 86, 93, 97
 87, 85, 91, 89, 101, 92
 91, 81, 95, 85, 105, 89
 89, 83, 93, 85, 97, 89
 85, 83, 89, 87, 93, 89
 87, 85, 93, 89, 96, 93
 91, 83, 97, 87, 105, 91
 89, 83, 95, 87, 105, 99
 85, 83, 89, 87, 93, 90
 87, 85, 92, 89, 103, 91
 91, 83, 96, 86, 107, 90
 87, 81, 93, 87, 97, 97
 85, 83, 91, 87, 101, 97
 87, 85, 93, 89, 103, 92
 93, 83, 97, 87, 107, 89
 89, 81, 93, 87, 98, 97
 89, 83, 93, 85, 97, 88
 91, 83, 95, 85, 99, 89
 87, 85, 91, 89, 101, 91
 85, 81, 89, 85, 93, 95
 89, 81, 93, 87, 97, 90
 92, 83, 96, 86, 107, 89
 87, 85, 93, 89, 102, 93
 85, 81, 91, 87, 99, 96
 89, 81, 92, 85, 97, 88
 91, 83, 95, 87, 105, 90
 87, 85, 91, 89, 101, 99
 83, 83, 89, 86, 93, 89
 89, 83, 93, 87, 97, 90
 92, 83, 97, 86, 107, 90
 87, 85, 93, 89, 95, 99
 85, 83, 89, 87, 93, 89
 91, 81, 95, 86, 105, 89
 89, 83, 93, 85, 103, 89
 85, 83, 89, 87, 93, 97
 87, 83, 91, 87, 102, 91
 91, 83, 96, 87, 107, 89
 89, 83, 95, 87, 105, 90
 85, 83, 89, 85, 93, 96
 89, 85, 93, 89, 96, 93
 91, 81, 95, 87, 106, 89
 89, 83, 93, 85, 98, 89
 85, 83, 89, 86, 93, 89
 87, 85, 91, 89, 95, 92
 91, 83, 96, 87, 100, 89
 88, 81, 93, 87, 97, 89
 85, 83, 90, 85, 93, 88
 87, 85, 91, 89, 96, 93
 87, 83, 91, 89, 95, 91
 83, 83, 89, 86, 93, 89
 89, 83, 93, 85, 97, 89
 91, 81, 96, 87, 107, 89
 87, 85, 93, 89, 96, 94
 85, 83, 89, 86, 93, 89
 89, 83, 93, 87, 98, 249
 93, 83, 97, 87, 107, 89
 87, 85, 91, 89, 95, 98
 85, 83, 89, 86, 93, 93
 89, 83, 93, 85, 103, 89
 91, 83, 95, 87, 99, 97
 87, 85, 92, 89, 96, 92
 85, 83, 91, 87, 94, 90
 89, 83, 93, 87, 104, 90
 93, 81, 97, 86, 101, 97
 85, 81, 89, 87, 93, 89
 87, 85, 91, 89, 95, 91
 91, 81, 95, 85, 100, 89
 89, 81, 93, 85, 97, 89
 85, 83, 89, 86, 93, 89
 87, 85, 91, 89, 97, 92
 91, 83, 97, 87, 100, 90
 89, 83, 93, 87, 97, 91
 83, 81, 89, 86, 93, 89
 87, 85, 91, 89, 95, 92
 91, 83, 95, 87, 99, 89
 89, 83, 93, 85, 105, 89
 85, 81, 91, 86, 103, 89
 87, 85, 91, 89, 96, 99
 91, 83, 95, 85, 99, 89
 89, 83, 93, 87, 105, 90
 89, 83, 93, 85, 104, 89
 91, 83, 95, 87, 99, 97
 87, 85, 91, 89, 95, 91
 85, 83, 89, 86, 98, 89
 89, 83, 93, 87, 98, 97
 92, 83, 96, 86, 100, 89
 87, 85, 93, 89, 95, 92
 85, 83, 90, 86, 100, 89
 87, 81, 93, 85, 97, 95
 91, 83, 95, 86, 99, 89
 87, 85, 91, 89, 101, 91
 85, 83, 89, 85, 99, 89
 89, 81, 94, 87, 98, 111
 93, 83, 103, 85, 281, 89
 89, 85, 93, 89, 103, 99
 85, 81, 90, 86, 100, 89
 91, 81, 95, 86, 99, 97
 89, 83, 93, 85, 97, 89
 85, 83, 89, 86, 99, 89
 87, 83, 91, 89, 101, 98
 91, 83, 95, 87, 99, 89
 89, 81, 94, 87, 98, 95
 85, 83, 89, 86, 99, 89
 89, 85, 93, 89, 96, 99
 91, 83, 95, 86, 98, 89
 89, 83, 93, 86, 105, 89
 83, 81, 89, 86, 99, 89
 87, 85, 91, 89, 103, 92
 91, 83, 97, 87, 100, 89
 89, 81, 93, 87, 104, 97
 85, 81, 89, 86, 99, 89
 88, 85, 93, 89, 96, 99
 85, 81, 91, 85, 95, 89
 87, 85, 93, 89, 103, 93
 91, 83, 95, 87, 100, 90
 89, 83, 93, 87, 97, 91
 85, 81, 89, 86, 93, 89
 87, 85, 91, 89, 101, 92
 91, 83, 94, 86, 98, 89
 89, 81, 93, 86, 97, 89
 85, 83, 89, 86, 93, 89
 87, 85, 91, 89, 96, 92
 93, 83, 97, 86, 107, 89
 88, 83, 93, 87, 97, 90
 83, 83, 89, 87, 101, 89
 87, 85, 91, 89, 95, 99
 91, 83, 96, 87, 100, 89
 89, 83, 94, 86, 105, 89
 87, 85, 92, 89, 103, 93
 85, 83, 91, 87, 93, 97
 89, 83, 93, 87, 97, 90
 92, 83, 96, 86, 106, 89
 87, 85, 91, 89, 95, 91
 85, 83, 89, 87, 93, 93
 89, 81, 93, 85, 96, 89
 91, 83, 95, 85, 99, 88
 87, 85, 91, 89, 95, 93
 85, 83, 89, 87, 93, 89
 89, 83, 94, 87, 99, 90
 93, 81, 97, 86, 101, 96
 87, 85, 91, 89, 95, 91
 85, 83, 89, 87, 93, 90
 89, 83, 93, 85, 103, 90
 91, 83, 94, 87, 99, 95
 93, 81, 97, 87, 107, 89
 89, 81, 93, 87, 105, 90
 85, 83, 89, 86, 100, 89
 87, 85, 91, 89, 96, 99
 91, 83, 95, 87, 99, 90
 89, 81, 93, 85, 105, 89
 85, 83, 89, 86, 93, 89
 87, 83, 91, 89, 95, 92
 91, 83, 95, 87, 100, 90
 89, 83, 93, 87, 97, 90
 85, 81, 89, 86, 93, 89
 87, 85, 92, 89, 96, 92
 91, 81, 95, 86, 107, 90
 89, 83, 93, 85, 97, 89
 85, 83, 89, 87, 99, 95
 87, 85, 91, 89, 95, 92
 89, 83, 93, 87, 103, 89
 92, 81, 96, 87, 99, 97
 88, 85, 93, 89, 95, 93
 85, 83, 89, 86, 93, 89
 89, 83, 93, 85, 97, 89
 91, 83, 95, 85, 99, 89
 87, 85, 91, 89, 95, 91
 85, 83, 89, 86, 92, 89
 89, 81, 93, 87, 100, 90
 91, 83, 96, 86, 100, 90
 87, 85, 93, 89, 96, 92
 85, 83, 89, 86, 93, 90
 89, 83, 93, 87, 97, 89
 91, 81, 95, 87, 106, 89
 87, 85, 91, 89, 95, 91
 83, 81, 88, 87, 92, 91
 89, 83, 93, 87, 97, 90
 91, 83, 95, 86, 100, 89
 87, 85, 91, 89, 96, 93
 85, 81, 89, 85, 93, 89
 89, 83, 92, 85, 96, 88
 91, 83, 95, 87, 99, 89
 87, 83, 91, 87, 95, 91
 83, 83, 87, 86, 93, 89
 89, 83, 93, 87, 98, 90
 93, 81, 97, 86, 101, 89
 87, 85, 91, 89, 96, 92
 85, 83, 90, 86, 101, 89
 89, 81, 93, 85, 98, 89
 91, 83, 95, 85, 99, 89
 87, 85, 91, 89, 95, 91
 85, 83, 89, 86, 101, 89
 92, 83, 97, 87, 101, 89
 89, 81, 93, 85, 97, 90
 85, 81, 89, 86, 93, 89
 88, 85, 93, 89, 96, 92
 91, 83, 95, 86, 99, 89
 89, 83, 93, 87, 97, 89
 85, 83, 89, 85, 100, 90
 87, 85, 91, 89, 95, 99
 93, 83, 97, 87, 100, 89
 89, 83, 93, 87, 103, 90
 85, 83, 90, 87, 100, 89
 87, 85, 93, 89, 96, 99
 91, 83, 95, 85, 99, 89
 89, 83, 93, 85, 103, 89
 83, 83, 89, 87, 93, 97
 87, 85, 91, 89, 103, 91
 87, 85, 91, 89, 95, 93
 85, 83, 89, 86, 100, 89
 89, 83, 93, 87, 97, 97
 91, 83, 96, 86, 100, 89
 87, 85, 91, 89, 101, 92
 85, 83, 89, 87, 101, 96
 89, 81, 94, 85, 98, 97
 91, 83, 95, 85, 99, 89
 89, 85, 93, 89, 103, 93
 85, 83, 89, 86, 99, 89
 89, 83, 95, 87, 112, 97
 93, 83, 97, 87, 100, 89
 87, 85, 92, 89, 100, 91
 83, 81, 89, 86, 99, 89
 89, 81, 93, 86, 98, 97
 91, 83, 95, 86, 99, 89
 85, 81, 90, 86, 101, 89
 87, 85, 92, 89, 103, 92
 91, 81, 96, 87, 101, 97
 89, 83, 93, 87, 97, 90
 83, 83, 89, 86, 93, 89
 87, 85, 91, 89, 95, 91
 91, 83, 95, 86, 99, 89
 89, 81, 95, 86, 109, 97
 85, 81, 89, 86, 101, 89
 89, 85, 93, 95, 103, 101
 92, 83, 97, 87, 109, 90
 89, 89, 95, 94, 184, 172
 83, 81, 91, 87, 262, 90
 87, 83, 97, 89, 105, 174
 91, 81, 97, 86, 109, 95
 89, 83, 93, 85, 97, 95
 91, 83, 95, 86, 98, 89
 89, 81, 93, 85, 105, 89
 83, 83, 89, 87, 93, 97
 87, 83, 91, 89, 95, 105
 91, 83, 99, 95, 116, 116
 96, 88, 103, 95, 117, 466
 85, 85, 97, 254, 476, 478
 87, 85, 93, 223, 476, 496
 91, 83, 97, 226, 401, 498
 89, 83, 95, 237, 423, 497
 85, 83, 91, 199, 484, 496
 87, 85, 93, 259, 482, 490
 92, 83, 97, 87, 368, 322
 89, 83, 93, 87, 107, 90
 85, 81, 89, 87, 93, 99
 89, 85, 93, 89, 96, 92
 89, 81, 93, 86, 109, 96
 91, 81, 95, 87, 107, 99
 87, 85, 91, 88, 101, 91
 85, 83, 89, 87, 93, 99
 89, 83, 93, 87, 98, 90
 91, 83, 97, 85, 107, 88
 87, 85, 91, 89, 95, 100
 85, 81, 89, 86, 94, 90
 89, 83, 93, 85, 97, 89
 91, 83, 95, 86, 107, 89
 87, 85, 91, 89, 94, 99
 83, 83, 89, 86, 93, 89
 89, 83, 93, 87, 110, 97
 91, 83, 97, 86, 107, 98
 87, 85, 91, 89, 96, 99
 85, 83, 91, 86, 94, 89
 85, 83, 89, 87, 99, 95
 87, 83, 91, 89, 101, 99
 91, 81, 95, 85, 99, 97
 89, 83, 93, 85, 97, 89
 85, 81, 89, 86, 99, 89
 87, 85, 91, 89, 103, 92
 91, 81, 95, 86, 101, 90
 87, 81, 93, 87, 97, 90
 85, 83, 89, 87, 99, 89
 85, 85, 91, 89, 95, 91
 91, 83, 96, 87, 99, 89
 89, 83, 93, 85, 105, 90
 85, 83, 89, 87, 99, 90
 87, 85, 91, 89, 95, 92
 92, 83, 97, 86, 100, 89
 89, 83, 93, 87, 97, 90
 87, 83, 91, 89, 95, 99
 85, 83, 89, 86, 93, 89
 89, 83, 93, 85, 97, 89
 91, 81, 95, 86, 99, 89
 87, 85, 93, 89, 96, 99
 85, 83, 89, 87, 93, 89
 89, 81, 93, 86, 103, 90
 93, 83, 97, 87, 101, 89
 87, 83, 92, 89, 95, 91
 85, 81, 89, 85, 100, 89
 89, 81, 93, 85, 104, 89
 91, 81, 95, 85, 100, 89
 87, 85, 93, 89, 95, 92
 85, 83, 90, 86, 99, 89
 89, 83, 93, 87, 97, 97
 91, 83, 95, 85, 100, 88
 83, 83, 87, 86, 92, 89
 87, 83, 91, 87, 101, 91
 91, 83, 95, 86, 107, 89
 89, 83, 93, 85, 97, 89
